Title,topic
Пакистанда мечиттеги терактта каза болгондордун саны 59га жетти – ЖМК,duino
"Японияда кытайлык кеме чөгүп, 18 моряк дайынсыз болууда",duino
ДССУ коронавирустан өлүм учурлары көп катталып жатканын билдирди,duino
Индонезияда крокодил чөгүп кеткен баланын сөөгүн суудан  чыгарып берген – видео,duino
Түркияда окуучу курал менен сүрөткө түшөм деп апасын атып алган,duino
Футбол легендасы Пеле көз жумду,duino
ДССУ дүйнөдө антибиотиктердин жетишсиздиги тууралуу эскертти,duino
Берлинде 16 метрлик ири аквариум жарылып кетти – видео,duino
Кытайда акыркы күндөрү коронавирустун 39 миң 791 учуру катталды,duino
Кытайдагы заводдон чыккан өрт 36 адамдын өмүрүн алды,duino
БУУ дүйнө калкынын саны 8 миллиардга жеткенин билдирди,duino
Түркиянын Стамбул шаарындагы жардырууга тиешеси бар 22 адам кармалды,duino
Казакстандын Каспий деңизинин жээгинен 130дан ашык өлүк тюлень табылды,duino
"Индияда көпүрө урап, 120дан ашык адам каза болду",duino
Кытайда коронавирустун өсүшүнө байланыштуу шаарлар карантинге жабылууда,duino
WhatsApp тиркемеси кайрадан иштей баштады,duino
Дүйнө жүзүндө WhatsApp тиркемеси иштебей жатат,duino
Теги индиялык Риши Сунак Улуу Британиянын жаңы премьер-министри болот,duino
Дүйнөдө COVID-19 менен ооругандардын саны бир жумада дээрлик 20%га өскөн,duino
Кытайлык окумуштуулар вирусту аныктоочу акылдуу беткап ойлоп табышты,duino
"Таиландда мурдагы полиция кызматкери ок чыгарып, 36 адам көз жумду",duino
Индонезия: стадиондогу тополоңдо мерт болгондордун саны 174кө жетти,duino
Россия Кыргызстан менен Тажикстанга чек ара маселесин чечүүгө көмөктөшүүгө даяр – РФ ТИМи,duino
Лос-Анджелесте маймыл чечегинен каза болгон алгачкы учур катталды,duino
Карл III Улуу Британиянын жаңы падышасы болду,duino
Улуу Британиянын ханышасы Елизавета II каза болду,duino
Түркияда ураган сахна адамдарды басып калды,duino
Индияда адамдар отурган аттракцион 15 метрлик бийиктиктен кулады — видео,duino
"Канадада ага-ини 10 кишини өлтүрүп, 15 жаранды жарадар кылган",duino
Михаил Горбачев каза болду,duino
Баткенде аткезчилик товарларды ташуу үчүн колдонулган унаа конфискацияланды,duino
Маймыл чечеги АКШнын бардык 50 штатында катталды,duino
ДССУ: Калктын кеминде 70%ы эмдөөдөн өтүшү керек,duino
АКШда маймыл чечеги өзгөчө кырдаал деп жарыяланды,duino
Исландияда Фаградальсфьядль жанар тоосу атыла баштады,duino
Таиландда түнкү клубдагы өрттүн кесепетинен 13 адам каза болду,duino
Маймыл чечегинен Европадагы алгачкы адам өлүмү катталды,duino
COVID-19. Түркияда бир аптада 365 миңден ашуун адамдан илдет аныкталды,duino
Жаңы изилдөөлөр COVID-19 Ухандагы жаныбарлар базарында жайылганын ырастады,duino
ДССУ маймыл чечегин коомдук саламаттык сактоо тармагындагы өзгөчө кырдаал деп жарыялады,duino
ДССУ коңгуроо кагууда: Европада коронавирустун жаңы учурларынын саны үч эсеге көбөйдү,duino
Россияда маймыл чечегинин биринчи учуру аныкталды,duino
Япониянын мурдагы премьер-министри кол салуудан улам көз жумду,duino
Япониянын мурдагы премьер-министри Синдзо Абэни атып кетишти,duino
Россия COVID-19га байланыштуу киргизилген чек арадагы бардык чектөөлөрдү алат,duino
Техаста жүк ташуучу унаадан  ысыктан каза болгон 46 мигранттын сөөгү табылды,duino
“Ласковый май” тобунун солисти Юрий Шатунов дүйнө салды,duino
"Афганистанда катуу жер титирөө катталып, кеминде 280 адам каза болду",duino
Пекинде COVID-19дун жаңы очогу аныкталды,duino
Австралияда дүйнөдөгү эң чоң өсүмдүк табылды,duino
"""Евровидение"" сынагынын жеңүүчүлөрү уткан сыйлыгын аукциондо сатты",duino
Техас мектебиндеги куралдуу кол салуудан өлгөндөрдүн саны 21ге жетти,duino
Техаста мектептеги ок атуудан 18 бала жана бир мугалим көз жумду,duino
ДССУ дүйнөдө маймыл чечеги 92 кишиге жукканын ырастады,duino
ДССУ жайында Европада маймыл чечегин жуктургандар көбөйүшү мүмкүндүгүн эскертти,duino
БАЭ президенти Халиф бин Зайед Аль Нахайян каза болду,duino
Илон Маск Twitter компаниясын 44 млрд долларга сатып алды,duino
Макрон Франциянын президенти болуп экинчи мөөнөткө шайланды,duino
Пакистан парламенти биринчи жолу премьер-министрине ишенбөөчүлүк көрсөттү,duino
10-апрелде Францияда президенттик шайлоо өттү. Жеңүүчү экинчи айлампада аныкталат,duino
Россиялык дарыгерлер эмдөөдөн баш тартуунун кесепеттери тууралуу айтып беришти,duino
Россиялык саясатчы Владимир Жириновский каза болду,duino
Сербиядагы президенттик шайлоодо Александр Вучич көп добуш алды,duino
Россияда «Спутник Лайт» менен кош бойлуу жана бала эмизген аялдарды эмдөөгө уруксат берилди,duino
“Дубай EXPO-2020” көргөзмөсүнө келгендер Кыргызстандын жаратылышына суктанышат,duino
Россиялык ЖМКлар Владимир Жириновский көз жумгандыгын жазып чыкты,duino
Сауд Аравиясы кичи ажылыкка бара тургандар үчүн ПЧР-тест талабын жойду,duino
Путин Си Цзиньпинге Россия Украина менен сүйлөшүүгө даяр экенин айтты,duino
Украина Россия менен дипломатиялык мамилесин үздү - Зеленский,duino
Украинада аскердик абал режими киргизилди,duino
Путин Донбасста атайын аскердик операция жүргүзүлөрү тууралуу билдирди,duino
Украинада өзгөчө абал режимин киргизүү пландалууда,duino
Кайсы өлкөлөрдө COVID-19га каршы чектөө чаралары алынды?,duino
Пекинде кышкы Олимпиада оюндарынын жабылуу аземи өттү,duino
АКШда эркек киши бычак менен 11 адамды жарадар кылды,duino
Штайнмайер Германиянын президенти болуп экинчи мөөнөткө шайланды,duino
АКШда жапайы бугудан COVID-19дун омикрон-штаммына карата антитела табылды,duino
"Лос-Анжелесте ""Оскар"" сыйлыгына талапкерлердин тизмеси жарыяланды",duino
COVID-19га каршы балдарды жана өспүрүмдөрдү эмдөөгө байланыштуу ДССУнун убактылуу билдирүүсү,duino
Бүгүн Пекин шаарында кышкы Олимпиада оюндарынын ачылышы өтөт,duino
"Дүйнөдө коронавирус жуктургандардын саны 374,6 млн адамдан ашты",duino
Евробиримдик COVID-19га каршы таблеткаларды колдонууну жактырды,duino
Германиянын Гейдельберг университетиндеги ок атуудан бир киши өлдү,duino
Армениянын президенти Армен Саркисян кызматтан кетти,duino
Беларуста жаңы Конституция боюнча референдум 27-февралга белгиленди,duino
"ДССУнун башчысы: COVID-19 пандемиясынын ""аякташына дагы көп бар""",duino
Европарламенттин жаңы төрайымы кызматына Мальтанын өкүлү Роберта Метсола шайланды,duino
ДССУ: Дүйнөдө COVID-19 жуктургандардын саны бир жумада 55% көбөйдү,duino
АКШда тарыхта биринчи жолу чочконун жүрөгү кишиге салынды,duino
"Нью-Йоркто турак үйдөн өрт чыгып, каза болгондордун саны 19 адамга жетти",duino
Францияда коронавирустун жаңы штаммы табылды,duino
COVID-19га байланыштуу хоккей боюнча өспүрүмдөр арасындагы дүйнө чемпионаты токтотулду,duino
Байден 2024-жылы өтө турган президенттик шайлоодо талапкерлигин коюу ниети бар экенин билдирди,duino
Дубай эмири мурдагы жубайына 734 млн доллар төлөп берүүгө милдеттендирилди,duino
"""Омикрон"" штаммы дүйнөнүн 106 өлкөсүнө тарады",duino
"Коронавирустун ""омикрон"" штаммы: ДССУ алдыдагы иш-чараларды өткөрбөй коюуга чакырат",duino
Россияда эмдөөдөн баш тарткандарга айып салуу каралууда,duino
COVID-19дан кийинки антителонун эң жогорку концентрациясы улгайган адамдарда аныкталган,duino
"Европада ""Омикрон"" коронавирустун негизги штаммына айланат",duino
БУУ Өзбекстан аркылуу Афганистанга гуманитардык жардам жеткирди,duino
Түштүк Суданда белгисиз оорудан 89 адам каза болду,duino
"""Тайм"" журналы Илон Маскты ""жылдын адамы"" деп атады",duino
АКШда бороондон каза болгондор 100 кишиге жетти,duino
Аргентинада коронавирустун “омикрон” штаммынын биринчи учуру катталды,duino
Чехияда Петр Фиала премьер-министр болуп дайындалды,duino
Африканын түштүгүндө коронавирустун коркунучтуу жаңы штаммы аныкталды,duino
Кузбасста шахтадагы жарылуудан каза болгондордун саны көбөйүүдө,duino
"Кузбасста шахтадагы жарылуудан бирөө каза болуп, 40тан ашуун адам жабыркады",duino
"Болгарияда автобус жол кырсыгына учурап, 45 жүргүнчү каза болду",duino
Россияда ооруканадан коронавируска каршы 320 доза вакцинаны уурдап кетишкен,duino
Россияда курулуш объектисиндеги өрттөн төрт өзбек жараны каза болду,duino
НАСА Эл аралык космос станциясына үчүнчү миссиясын учурду,duino
NASA астронавттарды Айга кондурууну 2025-жылга жылдырды,duino
Сингапур бийлиги COVID-19га каршы эмдөө албагандардын дарылануу чыгымдарын төлөбөйт,duino
Telegram мессенжеринде биринчи расмий жарнама пайда болду,duino
АКШ толук эмделген чет өлкөлүктөр үчүн чек арасын ачты,duino
ДССУ Европада коронавирус күчөп жатканын эскертти,duino
Кабулдагы кош жардыруудан кеминде 19 киши каза болду,duino
Facebook компаниясы Meta болуп өзгөрдү,duino
Ангела Меркель герман өкмөтүнүн башчылыгынан расмий түрдө кетти,duino
Кытай балдарды COVID-19га каршы 3 жашынан эмдей баштайт,duino
Путин түнкүсүн ресторандар менен көңүл ачуучу жайлардын иштөөсүнө тыюу салууну сунуштады,duino
Бишкекте Исхак Раззаковдун 110 жылдыгы салтанаттуу белгиленүүдө,duino
COVID-19. Индияда эмделгендердин саны 1 млрд адамдан ашты,duino
Facebook өзүнүн аталышын өзгөртүшү мүмкүн,duino
Чехия президенти ден соолугуна байланыштуу кызматынан кетиши мүмкүн,duino
"АКШ пандемияга байланыштуу Казакстанга $2,4 миллион бөлөт",duino
ДССУ: COVID-19 пандемиясына байланыштуу кургак учуктан өлгөндөр көбөйдү,duino
Норвегияда жаа менен куралданган адам беш кишини өлтүрдү,duino
Самарада 69 кишинин ууланышына байланыштуу сот өкүмү чыкты,duino
30дан ашуун өлкө метандын тарашын кыскартуу долбоорун колдоду,duino
Россиянын өкмөтү Өзбекстандан 10 миң курулушчу тартуу боюнча долбоорду жактырды,duino
Европада газдын биржалык баасы тарыхый максимумду жаңылады,duino
Facebook сервистеринин ишиндеги мүчүлүштүктүн расмий себеби айтылды,duino
"Facebook, Instagram жана WhatsApp бир нече саатка иштебей калды",duino
“Мутлу деген менмин”. Түркияда эркек киши куткаруучуларга кошулуп өзүн-өзү издеген,duino
Путин Токаевге АЭС салуу жөнүндө кайрадан сунуш киргизди,duino
Эквадор түрмөсүндөгү тополоңдон 100дөн ашуун адам каза тапты,duino
Кышкы Олимпиада оюндары чет өлкөлүк күйөрмандарсыз өтөт,duino
РФ ИИМи өлкөдө мыйзамсыз жүргөн мигранттар 30-сентябрдан кийин депортацияланарын эскертти,duino
Германияда шайлоодо жеңген партиялар жаңы өкмөт түзүү боюнча сүйлөшүүлөрдү баштады,duino
АКШ криптовалюта алмаштыруу менен алектенген платформага алгачкы жолу санкция киргизди,duino
"Канардын Пальма аралында жанар тоо атылып, миңдеген кишилер көчүрүлдү",duino
Пермь университетинде ок атылды. Курман болгондор бар,duino
Космоско учкан туристтер аман-эсен кайтып келишти,duino
Японияда улгайгандардын саны рекорддук көрсөткүчкө жетти,duino
Россия президенти обочолонууга кетти,duino
"Россияда L-410 учагы кыйрады, курмандыктар бар",duino
"""Аэрофлот"" эмдөөдөн баш тарткан учкучтарын жумуштан четтетти",duino
NASA аба таксилерин сыноодо,duino
АКШ коронавируска каршы Pfizer вакцинасын толугу менен жактырды,duino
Афганистан бийлиги Кандагар шаары талибдердин көзөмөлүнө өткөнүн ырастады,duino
"Камчаткада туристтер бараткан тик учак кыйрап, сегиз киши каза болду",duino
БУУ: климаттын өзгөрүшү катастрофалык деңгээлде болот,duino
Сауд Аравиясында COVID-19дан каза болгон медиктерге 133 миң доллардан кенемте төлөнүүдө,duino
COVID-19: Дүйнө жүзүндө эмдөөдөн өткөндөрдүн саны 1 млрд 20 млн адамды түздү,duino
Ухань бийлиги беш күндө 11 млн кишини коронавирус тестинен өткөрдү,duino
Токиодо жайкы Олимпиада оюндары жыйынтыкталды,duino
"Дүйнөдө COVID-19га каршы эмдөөдөн өткөндөр 1,16 млрд адамдан ашты",duino
Дүйнөдө коронавируска чалдыккандар 200 млн адамдан ашты,duino
ДСУ жакыр өлкөлөрдүн пайдасына эмдөөнүн үчүнчү дозасынан баш тартууга чакырды,duino
АКШ кирешеси төмөн 100 өлкөгө вакцина жеткирүүнү баштайт,duino
Никол Пашинян кайрадан Армениянын премьер-министри болду,duino
Евробиримдик өспүрүмдөрдү Moderna менен эмдөөгө уруксат берди,duino
Кытайдагы суу ташкынынан каза болгондордун саны 30дан ашты,duino
"АКШ менен Германия ""Түндүк агым - 2"" долбоору боюнча макулдашты",duino
Кытайда суу ташкыны 12 адамдын өмүрүн алды,duino
