Title,topic
Кыргызстандын самбо боюнча  курама командасы Казанда өткөн мелдеште байгелүү орундарга ээ болду,sport
Өзбекстандык этникалык кыргыз окуучу дүйнө чемпионатында күмүш медаль жеңди,sport
Эл аралык бокс ассоциациясы мушкер Мунарбек Сейитбек уулуна 50 миң доллар тапшырды,sport
Кыргызстандын бел боо күрөшү боюнча курамасы эл аралык мелдеште 13 медаль жеңди,sport
Дүйнө биринчилиги. Кыргызстандын кураш боюнча курамасы 4 медаль жеңди,sport
X Азия-Тынч океан сурдо оюндары: Кыргызстандык балбандар 9 медаль жеңди,sport
Бишкекте бокс боюнча Кыргызстандын чемпионаты өтөт,sport
Дзюдо боюнча улуттук курама команда Японияда өтө турган мелдешке катышат,sport
Алишер Усманов Эл аралык фехтование федерациясынын президенттигинен баш тартты,sport
Кышкы эс алуу. Бишкектин тургундары муз аянтчасына чакырылат,sport
Жаа атуу боюнча Кыргызстандын чемпионаты өттү – жеңүүчүлөрдүн тизмеси,sport
Сурдо волейбол боюнча өлкө биринчилиги  өттү,sport
KFU Football Awards -  мыкты футболчуларды сыйлоо аземи өтөт,sport
УКМКнын кыз-келиндер арасындагы спорттук мелдеши жыйынтыкталды,sport
Таяк тартыш боюнча дүйнө чемпионатында Кыргызстандын курамасы 34 медаль жеңди,sport
Таяк тартыш боюнча дүйнө чемпионаты. Кыргызстандыктар биринчи күнү 20 медаль жеңди,sport
Бишкекте «Мурас-Аймак» достук мелдешинин финалдык баскычы башталды,sport
Кыргызстан футбол боюнча Азия кубогун өткөрүүгө белсенүүдө,sport
Кыргызстандын футбол боюнча курамасы ФИФАнын рейтингинде 107-орунду ээледи,sport
Бишкекте оор атлетика боюнча эл аралык турнирдин экинчи күнү жыйынтыкталды,sport
Бишкекте оор атлетика боюнча кыз-келиндер арасында КР чемпионаты жыйынтыкталды,sport
Апас Жумагуловдун 90 жылдыгына арналган республикалык мелдеш өттү,sport
Машыктыруучулардын кызматтан кетиши көп суроолорду жаратты – Акжол Махмудов,sport
Кыргызстандын пенчак силат боюнча курамасы дүйнө чемпионатына катышат,sport
"Айбек Абдымомунов ""Азия балдары"" эл аралык комитетинин делегациясы менен жолукту",sport
Данияр Төлөгөн уулу кайрадан бокс боюнча кураманын башкы машыктыруучусу болуп дайындалды,sport
Айсулуу Тыныбекова Лос-Анжелесте өтө турган Олимпиадага катышарын айтты,sport
Спорттук күрөш боюнча улуттук курамаларга жаңы машыктыруучулардын талапкерлиги көрсөтүлдү,sport
Бишкекте оор атлетика боюнча эл аралык мелдеш башталды,sport
Кыргызстандык балбандар Кореяда өткөн мелдеште байгелүү орундарга ээ болушту,sport
Кыргызстандын футбол боюнча U-15 кыз-келиндер курамасы Өзбекстан менен ойнойт,sport
Кыргызстандын пара дзюдо курамасы Астанада өткөн мелдеште 3 медаль жеңди,sport
Бокс боюнча Кыргызстандын чемпионаты жыйынтыкталды – жеңүүчүлөрдүн тизмеси,sport
Республикалык спорттук колледждин жаңы эки футбол талаасы ачылды – сүрөт,sport
Кыргызстандык спортчулар джиу-джитсу боюнча дүйнө чемпионатында байгелүү орундарды ээлешти,sport
Бишкекте таяк тартыш боюнча дүйнө чемпионаты өтөт,sport
Бишкекте Алыш бел боо күрөшү боюнча республикалык мелдеш өтөт,sport
Борбор калаада дзюдо боюнча шаар биринчилиги өттү,sport
Өспүрүмдөр арасында оор атлетика боюнча Ош шаарынын ачык биринчилиги өттү,sport
Кыргызстандын чөп үстүндөгү хоккей федерациясы Эл аралык хоккей федерациясына расмий мүчө болду,sport
Футбол. Кыргызстан Иранга  3:2 эсебинде утулду,sport
Кыргызстан – Иран футбол беттеши. Биринчи тайм жыйынтыкталды,sport
Кыргызстан - Иран футболдук беттешинде күйөрмандар арасында миң калпак ойнотулат,sport
Бишкекте бокс боюнча Кыргызстандын чемпионаты башталды,sport
Бүгүн Кыргызстан - Иран футболдук беттеши өтөт,sport
Максим Лисицын: Биздин футболчулар эртеңки беттешке даяр деп ишенем,sport
Бишкекте майыптыгы бар жарандар арасында спартакиада өтүүдө,sport
Кыргызстандын пара дзюдо курамасы эл аралык мелдешке катышат,sport
Ташкент облусундагы кыргыз мектебинин окуучусу Өзбекстандын чемпиону болду,sport
Бишкекке Ирандын футбол боюнча курамасы келди,sport
Бишкекте майыптыгы бар жарандардын арасында пара марафон өттү,sport
Бишкекте бокс боюнча Кыргызстандын чемпионаты өтөт,sport
Бишкекте фехтование боюнча Кыргызстандын чемпионаты өтөт,sport
Футбол. Кыргызстан Бириккен Араб Эмираттарына утулду,sport
Футбол. Бүгүн Абу-Дабиде Кыргызстан менен Бириккен Араб Эмираттары беттешет,sport
Кыргызстандын бел боо күрөшү боюнча курамасы дүйнө чемпионатынан байгелүү кайтты,sport
Ош шаарында грек-рим күрөшү боюнча эл аралык мелдеш өттү,sport
Бишкекте пара жана сурдо шахмат боюнча Азия чемпионаты өтүп жатат,sport
Кыргызстандын таэквон-до ITF боюнча курамасы дүйнө кубогунда 123 медаль жеңди,sport
Футбол. Бишкекте Кыргызстан менен Ирандын курамалары беттешет,sport
"Бишкекте ""Мурас-Аймак"" регионалдык футзал турнири өттү",sport
Кыргызстандын тогуз коргоол боюнча курамасы дүйнө чемпионатына катышууда,sport
Ош шаарында грек-рим күрөшү боюнча эл аралык мелдеш өтөт,sport
Дүйнө чемпионатында самбочулар дагы эки коло медаль утту,sport
Бишкекте аскердик кармаш уруш боюнча ачык чемпионат өтөт,sport
Эртең Бишкекте тайбокс боюнча Кыргызстандын чемпионаты башталат,sport
Самбо боюнча дүйнө чемпионаты: Өлкө куржунунда 3 коло медаль бар,sport
Маданият министрлиги кичи-футбол боюнча турнир өткөрдү,sport
Кыргызстандын каратэ сётокан боюнча курамасы эл аралык мелдеште 15 медаль жеңди,sport
Талас шаарында бокс боюнча жаштар арасында эл аралык мелдеш өтөт,sport
Бишкекте аскердик кармаш уруш боюнча чемпионат өтөт,sport
Кыргызстандын бокс боюнча жаштар курамасы дүйнө чемпионатынан кайтып келди,sport
"""Абдыш-Ата"" үчүнчү жолу Кыргызстандын чемпиону болду",sport
"Кант шаарында жаңыланган ""Нитро Арена"" спорт комплекси ачылды",sport
Кыргызстандын кармашып урушуу боюнча жаштар курамасы эл аралык мелдеште 4 медаль жеңди,sport
Бишкекте кичи футбол боюнча республикалык “Мурас” турнири өттү,sport
"Бишкекте ""Чексиз спорт"" пара марафону өтөт",sport
"Кара-Балта шаарында ""Манас"" спорт комплекси ачылды",sport
Кыргызстандын бел боо күрөшү боюнча курамасы дүйнө чемпионатына катышат,sport
Эки кыргыз мушкери бокс боюнча жаштар арасындагы дүйнө чемпионатында коло медалга ээ болду,sport
Кыргызстандын футбол федерациясы World Boxing уюмуна мүчө болду,sport
Бишкекте Олимпиада оюндарынын жыйынтыктары талкууланды,sport
Кыргыз жөө күлүктөрү Казактанда өткөн марафондо байгелүү орундарга ээ болду,sport
Дүйнө чемпионаты: Бүгүн Кыргызстандын үч балбаны килемге чыгат,sport
Кыргызстандын эркин күрөш боюнча жаштар  курамасы дүйнө чемпионатынан кайтып келди,sport
Кыргызстандын каратэ сётокан боюнча курамасы дүйнө чемпионатынан кайтып келди,sport
Жалал-Абадда самбо боюнча республикалык турнир өттү,sport
Кыргыз спортчулары абадагы акробатика боюнча дүйнө чемпионатында 6 медаль утту,sport
Айсулуу Тыныбекова бир аз тыныгуудан кийин килемге кайтып келерин айтты,sport
Дүйнө чемпионаты: Бүгүн килемге Кыргызстандын төрт балбаны чыгат,sport
Дүйнө чемпионаты (U-23): Балбан Билал Шарип уулу коло медалга ээ болду,sport
Дүйнө чемпионаты (U-23): Балбан Абдымалик Карачев күмүш медалга татыды,sport
Дүйнө чемпионаты (U-23): Балбан Абдымалик Карачев  финалга чыкты,sport
Дүйнө чемпионаты (U-23): Балбан Орозобек Токтомамбетов күмүш медалга ээ болду,sport
Дүйнө чемпионаты (U-23): Балбан Орозобек Токтомамбетов алтын үчүн күрөшөт,sport
Кыргызстандык спортчу Малайзияда өткөн веложарышта экинчи орунду ээледи,sport
Кыргызстандын грек-рим жана эркин күрөш боюнча курамасы дүйнө чемпионатына катышат,sport
Кыргызстандын волейбол курамасы Борбор Азия чемпионатынын жеңүүчүсү болду,sport
Бүгүн Кыргызстандын футбол боюнча U-17 курамасы Йемен менен беттешет,sport
ФИФАнын жаңыланган рейтингинде Кыргызстан курамасы 103-орунду ээледи,sport
Дүйнө чемпионаты (U-23): Асан Жанышов коло медалга ээ болду,sport
Бишкекте аскердик кол кармаш урушу боюнча турнир өттү,sport
Балбан Раззак Бейшекеев 23 жашка чейинкилер арасында дүйнө чемпиону болду,sport
Бишкекте Кыргыз футбол биримдигинин Улуттук футбол академиясы ачылды,sport
Камчыбек Ташиев Азия футбол конфедерациясынын президентин кабыл алды,sport
Дүйнө чемпионаты (U-23): Бүгүн төрт балбан килемге чыгат,sport
Кыргызстандын футбол боюнча өспүрүмдөр  курамасы бүгүн ак түстөгү формада оюн талаасына чыгат,sport
Кыргызстандын каратэ-сётокан боюнча курамасы эл аралык мелдеште 16 медаль жеңди,sport
Дүйнө чемпионаты (U-23): Балбан Раззак Бейшекеев финалга чыкты,sport
Айсулуу Тыныбекова Кыз-келиндер күрөшү федерациясынын вице-президенти болуп шайланды,sport
Эртең Бишкекте эки жаңы футбол объектиси ачылат,sport
Бишкекте шахмат боюнча турнир өттү,sport
Бүгүн Тирана шаарында 23 жашка чейинки балбандар арасында дүйнө чемпионаты башталат,sport
Кыргызстандын бокс боюнча жаштар курамасы дүйнө чемпионатына даярданууда,sport
Казакстанда өткөн эл аралык турнирде кыргыз мушкерлери байгелүү орундарды ээледи,sport
Кыргызстандын волейбол боюнча улуттук курамасы Азия чемпионатына катышат,sport
Кыргызстандын футбол боюнча курамасы Түндүк Кореяны жеңди,sport
Футбол. Бүгүн Кыргызстан менен Түндүк Кореянын курамалары беттешет,sport
Кармашып урушуу боюнча Ички иштер министринин кубогунун жеңүүчүлөрү сыйланды,sport
Кыргызстандын кикбоксинг боюнча курамасы Азия чемпионатында 3 медаль жеңди,sport
"Кыргызстандык 2 спортчу таяк тартыш боюнча ""Олимпия 2024"" мелдешинин жеңүүчүсү болду",sport
"""Ак шумкарлар"" эртең кызыл түстөгү форма менен оюн талаасына чыгат",sport
Бишкекте “Ысык-Ата падышасы” эл аралык веложарышы өттү,sport
Футбол. Бишкекте Кыргызстан менен Түндүк Кореянын курамалары беттешет,sport
Бишкекте Ички иштер министринин кармашып урушуу боюнча кубогунун ачылышы өттү,sport
Сауд Арабиянын оюн-зоок иштери боюнча министри Бетербиевдин Биволду жеңгенин адилетсиз деп атады,sport
Бивол - Бетербиев  беттеши. Бивол  жеңилүү ызасын тартты,sport
Бивол менен Бетербиевдин бүйүр кызыткан беттешине саналуу гана сааттар калды,sport
Таласта улуттук ат оюндары боюнча мелдештер өтүүдө,sport
Футбол: Кыргызстандын курамасы Катарга утулуп калды,sport
Кыргызстандын гольф оюнчулары биринчи жолу  эл аралык турнирде күмүш медалга ээ болушту,sport
Катар жана Кыргызстан беттеши: Бишкекте фан-зона уюштурулат,sport
Бишкекте кармашып урушуу боюнча Ички иштер министрлигинин кубогу өтөт,sport
Кыргызстандык жаш самбочулар дүйнө чемпионатына катышат,sport
Чынарбек Изабеков ардагерлер арасындагы чемпионатта күмүш медаль утту,sport
Футбол: Эртең “Ак шумкарлар” оюн талаасына ак түстөгү форма менен чыгат,sport
Бишкекте балдар жана өспүрүмдөр арасында теннис боюнча биринчилик өттү,sport
Кыргызстандык мушкерлер Кытайда өткөн эл аралык мелдеште 6 медаль жеңди,sport
"Асан, Раззак, Сезим баштаган балбандар дүйнө чемпионатына катышат",sport
Футбол. Кыргызстан – Катар беттешин сингапурлук адис тейлейт,sport
Дохада Кыргызстан менен Катардын футбол курама командалары беттешет,sport
Кыргызстандын тайбокс курамасы Азия чемпионатында 11 алтын медаль жеңди,sport
Ошто майыптыгы бар адамдардын арасында спорттук мелдеш өттү,sport
Кыргызстандык гимнасттар эл аралык турнирде байгелүү орундарга ээ болушту,sport
"Футбол. Кыргызстандын кубогун жеңген ""Мурас Юнайтедге"" 30 миң доллар тапшырылды",sport
Кыргызстандын тайбокс боюнча улуттук курамасы Азия чемпионатына катышат,sport
Бишкекте КМШ жаштарынын Дельфи оюндары расмий ачылды,sport
Дүйнө чемпионатына тандоо: Кыргызстандын футбол боюнча курамасы октябрда эки беттеш өткөрөт,sport
Ташиев футбол боюнча жаштар курамасын Азия кубогуна чыгышы менен куттуктады,sport
Футбол: Кыргызстандын жаштар курама командасы Азия кубогуна катышууга жолдомо алды,sport
Бишкекте Snow Leopard Run 2024 жарышы өттү,sport
Футбол: Бүгүн Кыргызстандын жаштар курама командасы Япония менен ойнойт,sport
Азия кубогуна тандоо: Кыргызстандын футбол боюнча жаштар курамасы Түркмөнстанды жеңди,sport
Футбол: Бүгүн Кыргызстандын жаштар курамасы Түркмөнстан менен беттешет,sport
Бишкекте Snow Leopard Run жарышы өтөт. Кайсы көчөлөр жабылат?,sport
Кыргызстандын самбо боюнча курамасы эл аралык рейтингдик мелдешке катышат,sport
Дүйнө чемпионаты. Кыргызстандын тайбокс боюнча жаштар курамасы байгелүү орундарга ээ болду,sport
Футбол. Кыргызстандын жаштар курамасы Мьянманы жеңди,sport
Футбол: Бүгүн Кыргызстандын жаштар курамасы Мьянма менен беттешет,sport
Арслан Малдыбаев: Келечекте Snow Leopard Run Кыргызстандын визиттик картасы болуп калышы мүмкүн,sport
Ош шаарында Асылбек Момунов атындагы футбол академиясы жаңыланды,sport
Чолпон-Атада байдарка жана каноэ менен сүзүү боюнча республикалык мелдеш өттү,sport
Жалал-Абадда жеңил атлетика боюнча республикалык мелдеш өттү,sport
Азия чемпионаты. Кыргызстандын кармашып урушуу боюнча курамасы байгелүү орундарга ээ болду,sport
Бишкекте кыз-келиндер арасында футбол боюнча мелдеш өттү,sport
Кыргызстандын бокс боюнча курамасы Кытайда өтө турган эл аралык мелдешке катышат,sport
Бүгүн Бишкекте Кыргызстан менен Япониянын футзал курамаларынын беттеши өтөт,sport
Грек-рим күрөшү боюнча курама Казакстанда өткөн эл аралык мелдеште 9 медаль жеңди,sport
2025-жылдан тартып Кыргызстандын премьер-лигасында VAR системасы  колдонулат,sport
Кыргызстандын бокс боюнча курамасы Чолпон-Атада машыгууда,sport
Футбол. Бишкекте жаштар арасында Азия кубогуна тандап алуу оюндары өтөт,sport
Кара-Кыргыз автономиялуу облусунун түзүлгөнүнө 100 жыл. Москвада шахмат боюнча мелдеш өттү,sport
"Футбол. Кыргызстандын кубогун ""Мурас Юнайтед"" жеңди",sport
Көк бөрү федерациясы Казакстандын улакчыларын Биримдик кубогуна чакырды,sport
Кара-Кыргыз автономиялуу облусунун түзүлгөнүнө 100 жыл. Бельгияда футболдук турнир өттү,sport
Кыргызстандын көк бөрүчүлөрү V Дүйнөлүк көчмөндөр оюндарында жогорку деңгээлдеги оюн көрсөттү,sport
Көкпар боюнча Кыргызстан - Казакстан финалдык беттешинде 14 одоно эреже бузулду,sport
"Валентина Шевченко Алекса Грассону жеңип, UFC'нин чемпиондук курун кайтарып алды",sport
Кыргызстан Дүйнөлүк көчмөндөр оюндарында медалдардын саны боюнча экинчи орунду ээледи,sport
V Дүйнөлүк көчмөндөр оюндары. Кыргызстандын улуттук курамасы 65 медаль жеңди,sport
Дүйнөлүк көчмөндөр оюндарында Кыргызстандын ордо боюнча курамасы алтын медалга татыды,sport
V Дүйнөлүк көчмөндөр оюндарында Кыргызстандын жорголору алтын жана коло медалга ээ болду,sport
V Дүйнөлүк көчмөндөр оюндары: Аламан байгеде кыргызстандык Кара кыз үчүнчү болуп келди,sport
Дүйнөлүк көчмөндөр оюндарында медалдардын саны боюнча Кыргызстан экинчи орунда,sport
V Дүйнөлүк көчмөндөр оюндары - 2024: Бүгүнкү күндүн программасы,sport
ДКО-2024: Татар жана аба ашыртмалы күрөшү боюнча курама жалпы 7 медаль жеңди,sport
Кыргызстандын көк бөрүчүлөрү V Дүйнөлүк көчмөндөр оюндарынын чемпиону аталды,sport
V Дүйнөлүк көчмөндөр оюндары. Кыргызстандын көкпар курамасы финалда жеңилүү ызасын тартты,sport
ДКО-2024: Тогуз коргоол боюнча курама команда 4 медаль жеңди,sport
ДКО- 2024: Кыргызстандын көк бөрү жана көк пар курамалары финалдык беттеште Казакстан менен ойнойт,sport
Дүйнөлүк көчмөндөр оюндары-2024: Кыргызстан медалдардын саны боюнча 3-орунда,sport
ДКО - 2024: Алыш бел боо күрөшү боюнча курама команда 7 медаль жеңди,sport
Кыргызстандын эгемендигинин 33 жылдыгы. Лондондо футболдук турнир өттү,sport
V Дүйнөлүк көчмөндөр оюндары – 2024: Үчүнчү күндүн программасы,sport
V Дүйнөлүк көчмөндөр оюндары – 2024: Үчүнчү күндүн программасы,sport
ДКО - 2024: Жаачы Асел Садырова дагы бир медаль утуп алды,sport
ДКО - 2024: Күн мурун спортчулар байгелүү орундарды ээлешти,sport
Футбол: Кыргызстан Өзбекстанга 2:3 эсеби менен жеңилип калды,sport
Бишкекте Кыргызстан - Өзбекстан футбол беттеши өтүүдө. Эсеп 2:2,sport
"ДКО-2024: Кыргызстандын көкпар командасы Түркияны жеңип, финалга чыкты",sport
Кыргызстандын эгемендигинин 33 жылдыгы. Берлинде футболдук турнир өттү,sport
Бүгүн Бишкекте Кыргызстан – Өзбекстан футбол беттеши өтөт,sport
Паралимпиадага катышкан спортчуларга 500 миң сомдук сертификаттар тапшырылды,sport
Кыргызстандын паралимпиада боюнча курамасын “Манас” аэропортунан тосуп алышты,sport
2026-жылы Дүйнөлүк көчмөндөр оюндары Кыргызстанда өтөт,sport
V Дүйнөлүк көчмөндөр оюндары: Кыргызстандын куржунунда 14 медаль бар,sport
ДКО-2024: Исхак Токонов менен Асел Садырова жаа атуудан байгелүү орунду ээлешти,sport
V Дүйнөлүк көчмөндөр оюндары: Көкпардан Кыргызстан Монголияны 16:0 эсебинде жеңди,sport
Кыргызстан - Өзбекстан футбол беттеши. Биз болгон күч-аракетибизди жумшайбыз – Кичин,sport
Эртең Бишкекте футбол боюнча Кыргызстан – Өзбекстан беттеши өтөт,sport
V Дүйнөлүк көчмөндөр оюндары – 2024: Бүгүнкү күндүн программасы,sport
Казакстандын президенти кыргыз элине көчмөндөр оюндарын кайра жандандырганы үчүн ыраазычылык билдирди,sport
Дүйнөлүк көчмөндөр оюндарын 64 өлкөнүн маалымат каражаттары чагылдырууда,sport
Астанада V Дүйнөлүк көчмөндөр оюндары башталды,sport
V Дүйнөлүк көчмөндөр оюндары – 2024:  Кыска аралыкка ат чабыш боюнча курамдын тизмеси,sport
V Дүйнөлүк көчмөндөр оюндары – 2024:  Тыйын эңмей боюнча курамдын тизмеси,sport
V Дүйнөлүк көчмөндөр оюндары – 2024:  Ат чабыш  боюнча курамдын тизмеси,sport
Футбол боюнча дүйнө чемпионатына тандоо. Кыргызстандын курамасы Иранга утулду,sport
Иран - Кыргызстан футбол беттеши: Ала-Тоо аянтында фан-зона уюштурулат,sport
Бүгүн Кыргызстан менен Ирандын футбол курамаларынын беттеши өтөт,sport
Дүйнө чемпионатына тандоо. Бишкекте Кыргызстан менен Өзбекстандын беттеши өтөт,sport
Таалай Эсеналиев: Көчмөн жана отурукташкан элдердин оюндары -  адамдардын руханий өнүгүүсү үчүн маанилүү,sport
Балбан Асан Жанышов дүйнө чемпионатында алтын медаль утуп алды,sport
V Дүйнөлүк көчмөндөр оюндары – 2024: Салбуурун боюнча курамдын тизмеси,sport
V Дүйнөлүк көчмөндөр оюндары – 2024:  Аркан тартыш боюнча курамдын тизмеси,sport
Ысык-Көлдө УКМК төрагасынын кубогу үчүн республикалык спартакиада башталды,sport
V Дүйнөлүк көчмөндөр оюндары – 2024:  Кураш боюнча команданын курамы белгилүү болду,sport
V Дүйнөлүк көчмөндөр оюндары – 2024: Көк бөрү жана көк пар боюнча командалардын курамы аныкталды,sport
Кыргызстанда биринчи жолу кармаш-уруш боюнча Азия чемпионаты өтөт,sport
Балбан Асан Жанышов дүйнө чемпионатынын финалына чыкты,sport
Азия чемпионаты: Кыргызстандын дзюдо боюнча өспүрүмдөр жана жаштар курамасы 10 медаль жеңди,sport
Кыргызстандын 20 жашка чейинки балбандары дүйнө чемпионатына катышат – тизме,sport
Жалал-Абадда Олимпиадалык резервдеги региондук спорт мектеби ачылды,sport
Медетбек Назаралиев Кыргыз фондулук биржасынын жетекчиси кызматынан кетти,sport
Кыргызстандын кикбоксинг курама командасы дүйнө чемпионатында 4 медаль жеңди,sport
Кыргызстан – Иран футбол беттеши. Оюн Ала-Тоо аянтында түз эфирде көрсөтүлөт,sport
Паралимпиада-2024. Жөө күлүк Гүлназ Жүзбаева улуттук рекордду жаңыртты,sport
Президенттин кубогу-2024: Көк бөрү боюнча финалга чыккан командалар белгилүү болду,sport
V Дүйнөлүк көчмөндөр оюндарына катыша турган спортчулардын кийими даярдалды,sport
Паралимпиада оюндарында кыргызстандык 4 спортчу мөрөй талашат – жүгүртмө,sport
Президенттин кубогу - 2024: Чолпон-Атада көк бөрү боюнча мелдештер башталды,sport
Бишкекте Кыргызстан менен Япониянын футзал курамалары жолдоштук беттеш өткөрөт,sport
Күмүшбек Дүйшөбаев бильярд боюнча дүйнө чемпиону болду,sport
Балбан Өмүрбек Асан уулу өспүрүмдөр арасында дүйнө чемпиону болду,sport
Дүйнө чемпионаты: Кыргызстандык эки балбан алтын медаль жеңди,sport
Элза Абдыкадырова масрестлинг боюнча эл аралык мелдештен алтын утту,sport
Дүйнө чемпионаты (U-17): Эркин күрөш боюнча эки балбан финалга чыкты,sport
Чолпон-Атада гиря көтөрүү боюнча дүйнө чемпионаты өтүүдө,sport
Дүйнө чемпионаты: Грек-рим күрөшү боюнча курама команда эки медаль жеңди,sport
Бишкекте кыргыз күрөшү боюнча президенттин кубогу жана II дүйнө чемпионаты башталды,sport
Дүйнө чемпионаты – U-17. Кутман Калбаев финалга чыкты,sport
Эгемендүүлүк күнүн утурлай спорттун улуттук түрлөрү боюнча президенттин кубогу өтөт,sport
Сардана Трофимовага 500 миң сомдук сертификат жана унаа тапшырылды,sport
Кыргызстандын самбо курама командасы дүйнө кубогунда 13 медаль жеңди,sport
Бишкекте кыргыз күрөшү боюнча КР президентинин кубогу өтөт,sport
Самбо боюнча дүйнө чемпионаты: Биринчи күнү кыргыз спортчулары 5 медаль жеңди,sport
Чолпон-Ата шаарында самбо боюнча дүйнө кубогу өтүүдө,sport
Кыргызстанда бокс академиясы курулат,sport
Жоламан Шаршенбеков өз салмак категориясында күрөшүүнү улантат,sport
Олимпиада-2024. Машыктыруучуларга акчалай сыйлыктар тапшырылды – тизме,sport
Айсулуу Тыныбекова: Кийинки Олимпиада оюндарына катышуу тууралуу айтуу эрте,sport
Олимпиада-2024. Спортчуларга кандай үлгүдөгү унаалар берилди?,sport
Париж Олимпиадасынын байге ээлерине акчалай сыйлыктар жана унаалар тапшырылды. Тизме,sport
Париж Олимпиадасына катышкан Кыргызстандын спортчулары өлкөгө кайтып келишти,sport
Чолпон-Ата шаарында самбо боюнча дүйнө кубогу өтөт,sport
Бишкекте Олимпиадага катышкан спортчуларды тосуп алуу аземи өтөт,sport
Кармаш-уруш боюнча дүйнө чемпионатында Кыргызстандын курамасы 19 медаль жеңди,sport
Париждеги Олимпиада Кыргызстандын спортчулары үчүн ийгиликтүү өттү,sport
АФК Чакырык лигасы. “Абдыш-Ата” афганистандык “Аттак Энерджи” менен беттеш өткөрөт,sport
Парижде XXXIII жайкы Олимпиада жыйынтыкталды. Кийинки оюндар Лос-Анжелесте өтөт,sport
