Title,topic
КР Эмгек министрлиги ЕАЭБ алкагында окутуу үчүн бирдиктүү санариптик платформаны түзүүгө ниеттенүүдө,eaes
ЕӨБ 2 млрд долларга ЕАЭБдин инфраструктуралык долбоорлорун каржылаган,eaes
ЕАЭБдин энергетика министрлери электр энергиясын сатуу үчүн соода аянттарын тандоону макулдашты,eaes
Экономикалык форумда ЕАЭБ өлкөлөрүнүн энергетикалык коопсуздугун камсыздоо маселеси талкууланды,eaes
Широв: Кыргызстанда экономикалык өсүү темпи 3-4% жетиши мүмкүн,eaes
"Петришенко: Санкциялык сокку Россияга гана эмес, ЕАЭБди жок кылууга да багытталган",eaes
Чжан Мин: ШКУ жана ЕАЭБ өз ара мамилелерди активдүү колдойт,eaes
Кожошев: Бүгүнкү форум азыркы татаал геосаясий кырдаалда жаңы чечимдерди табууга шык берет деп ишенем,eaes
Кожошев: ЕАЭБ өзүнүн жашоого жөндөмдүүлүгүн көрсөттү,eaes
“Ала-Тоо” технопаркы менен “Бишкек” ЭЭАнын ортосунда өз ара түшүнүшүү меморандумуна кол коюлду,eaes
Никита Михалков ЕАЭБ мейкиндигинде евразиялык “Оскар” сыйлыгын негиздөөнү сунуштады,eaes
Хафизов: Санариптештирүү – адамдык капиталды өнүктүрүүсүз мүмкүн эмес,eaes
Сопенко: Санарип трансформация жүрүм-турумдун түп тамырынан бери өзгөрүүсүнө алып келет,eaes
СӨМ менен Евразия өнүктүрүү банкынын ортосунда кызматташуу меморандумуна кол коюлду,eaes
Гриндев: Биз ЕАЭБде санариптештирүүгө көмөктөшөбүз,eaes
Бельянинов: Бүгүнкү күндө ЕАЭБдин бирдиктүү маалыматтык системасын түзүү зарылчылыгы пайда болду,eaes
Шаршенова: Санариптик эгемендик жана киберкоопсуздук маселеси азыр өтө актуалдуу,eaes
Бишкекте ЕАЭБ өлкө башчылары ЕЭФте интеграциялык биримдиктин келечегин талкуулайт,eaes
Варос Симонян: Санарип эгемендикти унутпоо керек,eaes
Акылбек Жапаров: ЕАЭБ дүйнөлүк экономиканын негизги субъектисине айланууга жөндөмдүү,eaes
Мясникович: Форумдун алкагында кызматташуу жана келишимдердин 17 программасын түзүү пландалууда,eaes
"Тышкы соодага экспорттун көлөмү 42,5 пайызды түзүп, 500 млрд долларга жетти — Жапаров",eaes
Бишкекте биринчи Евразиялык экономикалык форум башталды,eaes
Алымбеков: Евразиялык форумда ЕАЭБге мүчө мамлекеттердин өнүгүүсү тууралуу сөз болот,eaes
Кожошев менен Мясникович Евразия экономикалык форумун уюштуруу маселесин талкуулашты,eaes
Бактыгулов: Эртеңки форум өз көздөгөн максаттарына жетет деп ишенем,eaes
Анвар Абдраев: Экономикалык форумдун алкагында талкууланчу маселелер көп,eaes
Акматалиев: Экономикалык форумда жакшы чечимдер кабыл алынат деп ишенем,eaes
ЕЭК коллегиясынын төрагасы Михаил Мясникович Бишкекке келди,eaes
Кубанычбек Идинов: Эгемендик тарыхыбызда биринчи жолу чоң форум өткөнү турат,eaes
ЕАЭБ өлкөлөрүнүн көпчүлүгүндө 2022-жылдын I кварталында бюджет профицит менен аткарылган,eaes
Кыргызстанда ЕАЭБге төрагалык кылуунун алкагында бир катар иш-чаралар өтөт,eaes
Бишкекте Кожошевдин жетекчилиги астында экономикалык форумдун жалпы жүрүшү өтүүдө,eaes
ЕАЭБде улуттук валюталардын өз ара эсептешүүдөгү үлүшү акыркы алты жылда 73%дан ашты,eaes
Видеоконференция форматында ЕЭК кеңешинин отуруму өттү,eaes
ЕАЭБ форумунда кыргыз-казак чек арасындагы жүктөрдү текшерүү маселесин көтөрүү пландалууда,eaes
ЕАЭБдин өлкө башчыларынын саммити видеоконференция форматында өтөт — Кожошев,eaes
Евразия экономикалык форумунун тематикалык сессияларынын катышуучуларын каттоо башталды,eaes
26-27-майда Бишкекте Евразия экономикалык форуму өтөт – ыкчам штаб,eaes
Арзыбек Кожошев Евразиялык экономикалык комиссиянын кеңешинин жыйынын өткөрдү,eaes
Евразиялык өкмөттөр аралык кеңешинин жыйынында бир катар документтер жактырылды,eaes
ЕЭК кеңешинин кезектеги жыйыны Кыргызстандын төрагалыгы астында өттү,eaes
Май айында Бишкекте Евразия экономикалык форуму өтөт,eaes
Кыргызстандын төрагалыгы астында ЕЭК биринчи кеңешмеси өттү,eaes
ЕЭК коллегиясынын төрагасы Михаил Мясникович Бишкекке иш сапар менен келди,eaes
ЖЕЭКтин жыйынтыктоочу жыйыны өттү. ЕАЭБ органдарындагы төрагалык 2022-жылы Кыргызстанга өтөт,eaes
ЖЕЭКтин кезектеги жыйынын жыйынтыгында бир катар документтерге кол коюлду,eaes
Кожошев жана Мясникович ЕАЭБ алкагында кызматташуунун актуалдуу маселелерин талкуулады,eaes
Еревандагы ЕӨАКнын жыйынтыгы боюнча бир катар документтерге кол коюлду — тизме,eaes
Данияр Иманалиев ЕЭКтин Бажы инфраструктурасы департаментинин башчысы болду,eaes
ЖЕЭКнын кезектеги жыйыны видеоконференция режиминде өттү - сүрөт,eaes
Жогорку Евразиялык экономикалык кеңеште бир катар актылардын долбоорлору жактырылды,eaes
Чолпон-Атада  Евразиялык өкмөттөр аралык кеңешинин кезектеги жыйыны болуп өттү,eaes
ЕАЭБдин Жогорку кеңеши ушул жылдын октябрь жана декабрь айларында Алматыда өтөт,eaes
Мамин: ЕАЭБ өлкөлөрүнүн соода-экономикалык мамилелеринде оң тенденция байкалууда,eaes
ЕӨАК жыйынынын жыйынтыгы боюнча бир катар документтерге кол коюлду — тизме,eaes
Марипов: Биз дагы деле бирдиктүү экономикалык мейкиндик үчүн алгылыксыз болгон тоскоолдуктарга кабылуудабыз,eaes
Марипов: Климаттын өзгөрүшү менен күрөшүү чаралары адилетсиз атаандаштыктын куралы болуп калбашы маанилүү,eaes
Чолпон-Атада ЕӨАКнын кезектеги жыйыны кеңейтилген форматта өтүүдө,eaes
Чолпон-Атада Евразиялык өкмөттөр аралык кеңештин тар чөйрөдөгү жыйыны өтүүдө,eaes
Биз ЕАЭБде электр энергиясынын чыныгы эркин рыногуна умтулушубуз керек – Новиков,eaes
ЕЭК ЕАЭБде евразия компанияларын түзүү үчүн шыктандыруучу куралдарды сунуштады,eaes
"Акылбек Жапаров: ЕАЭБ чыңдалып, дүйнөлүк аренада негизги оюнчуга айланат",eaes
Евразия экономикалык комиссиясынын делегациясы Чолпон-Атага келди,eaes
Чолпон-Атада Евразиялык өкмөттөр аралык кеңешинин кезектеги жыйыны өтөт,eaes
Евразия экономикалык комиссиясына Кыргызстандан 2 министр дайындалды,eaes
EAЭБ маркирлөөсүнүн жоктугу өнүмдөрдүн жок болушуна алып келет,eaes
ЕАЭБ алкагында улуттук процедура боюнча дары-дармек каражаттарын каттоо үчүн өткөөл мезгил узартылды,eaes
Евразиялык экономикалык комиссиясынын кеңешинин 2020-жылдагы соңку жыйыны өттү,eaes
Новиков: Санариптик экономиканы өнүктүрүү ЕАЭБ өлкөлөрүнүн бардык тармактарын өнүктүрүүгө жаңы мүмкүнчүлүктөрдү ачат,eaes
Артем Новиков Евразиялык өкмөттөр аралык кеңештин жыйынына катышты,eaes
Евразия экономикалык комиссиясынын кеңешинин кезектеги жыйыны өттү,eaes
ЕЭКтин департаменттериндеги бош орундарга сынак жарыяланды,eaes
Биринчи вице-премьер Новиков ЕЭК кеңешинин жыйынына катышты,eaes
Артем Новиков Кыргызстандын ЕЭКтеги өкүлү болот,eaes
ЕАЭБдин өкмөттөр аралык кеңешинде кандай маселелер талкууланды?,eaes
Боронов Евразия өкмөттөр аралык кеңешинин кезектеги жыйынына катышууда,eaes
Минскте ЕАЭБдин өкмөттөр аралык кеңешинин жыйыны өтүүдө. Видео,eaes
Кыргызстан ЕАЭКтеги министрлерин чакыртып алууну пландаган жок – Асрандиев,eaes
Евразия экономикалык комиссиясынын кеңешинин кезектеги жыйыны болду,eaes
Өзбекстандын Мыйзам чыгаруу палатасы ЕАЭБге байкоочу катары кошулууну колдоду,eaes
Олег Панкратов жаңы кызматка дайындалды,eaes
Абылгазиев видеоконференция режиминде өткөн ЕӨАКтин кезексиз жыйынына катышты,eaes
Жогорку Евразия экономикалык кеңешинин жумушчу жолугушуусу өтөт,eaes
Евразия экономикалык комиссиясынын кезексиз жыйыны өттү,eaes
102 ата мекендик ишкана продукцияларын ЕАЭБге мүчө-өлкөлөрдүн аймагында сата алат,eaes
Кыргызстанга визит менен ЕЭК коллегиясынын төрагасы Михаил Мясникович келет,eaes
Абылгазиев: ЕАЭБдин бирдиктүү рыногун түзүүнүн башкы милдети ички тоскоолдуктарды алып салуу,eaes
Михаил Мясникович ЕАЭК коллегиясынын жаңы төрагасы болот,eaes
Абылгазиев: Бирдиктүү ЕАЭБ рыногун түптөөдө ички кедергилерди алуу – башкы маселе,eaes
Евразия өкмөттөр аралык кеңешинин кийинки жыйыны Минскте өтөт,eaes
Абылгазиев Алматыда Евразия өкмөттөр аралык кеңешинин отурумуна катышууда,eaes
Абылгазиев Алматыдагы Евразиялык өкмөттөр аралык кеңештин отурумуна катышат,eaes
Санкт-Петербургда ЖЕЭКтин кезектеги жыйынынан фоторепортаж,eaes
Санкт-Петербургдагы ЖЕЭКтин жыйынында  бир катар документтерге кол коюлду,eaes
2020-жылдан тарта ЕАЭБде бир катар товарлардын бажы алымдары төмөндөтүлөт – Бажы кызматы,eaes
Өлкө ЕАЭБге киргенден кийин жарандардын айлык акысы 33%га көбөйгөн – Муканбетов,eaes
Элчи Удовиченко: Кыргызстан ЕАЭБге мүчө болгондон тарта өзүнүн экономикасын турукташтыра алды,eaes
Кыргызстанда ЕАЭБдеги 48 техникалык регламенттин 41 иштейт – Муканбетов,eaes
Өлкөгө ташылып келген автоунаалардын бажы төлөмү: ЕЭК КР демилгесин колдогон жок,eaes
"Абылгазиев: Уюм бекем жана жөндөмдүү болсун десек, «эпке келүү механизми» тажрыйбаны активдүү жүргүзүүбүз керек",eaes
КМШ мамлекеттеринин Өкмөт башчыларынын кеңешинин жыйынында бир катар документтерге кол коюлду,eaes
Ереван шаарындагы ЖЕЭКтин кезектеги жыйынынан фоторепортаж,eaes
ЕАЭБге мүчө мамлекеттердин башчылары “Евразиялык континенттин транзиттик потенциалы” форумунун ишине катышышты,eaes
Еревандагы ЖЕЭК жыйынынын жыйынтыгы боюнча бир катар документтерге кол коюлду,eaes
Ереванда ЕЭК кеңешинин кезектеги жыйыны болду,eaes
Евразия жумалыгы. Кыргызстандык эксперт улуттар аралык компания түзүүнү сунуштады,eaes
Абылгазиев: Интеграцияга бир гана жол бар – бул эркин рынок,eaes
ЕАЭБ дүйнөлүк экономиканын негизги мүчөлөрүнүн бири болуп келе жатат – Абылгазиев,eaes
Кыргызстандын премьер-министри ЕАЭБ ичиндеги тоскоолдуктарды атады,eaes
Бишкекте «Евразия жумалыгы» форуму старт алды,eaes
«ЕАЭБге 5 жыл» – Улуттук банк коллекциялык күмүш тыйын чыгарды,eaes
Жеңиш Разаков ЕЭК Кеңешинин кезектеги жыйынына катышты,eaes
Евразия өкмөттөр аралык кеңеши: 12 документке кол коюлду,eaes
Жогорку Евразиялык экономикалык кеңештин кийинки отуруму Арменияда 1-октябрда өтөт,eaes
ЕӨАКнын кийинки жыйыны Москвада өтөт,eaes
ЕАЭБ өкмөт аралык кеңешинин тар курамдагы жыйыны боз үйдө өтүп жатат,eaes
Чолпон-Ата шаарында ЕӨАК кезектеги жыйыны башталды,eaes
Бүгүн ЕАЭБ премьер-министрлери Чолпон-Атада чогулат,eaes
Чолпон-Атада Евразия экономикалык комиссиясынын Кеңешинин кезектеги жыйыны өттү,eaes
Казакстанда Евразия экономикалык кеңешинин жыйынтыгы боюнча бир катар документтерге кол коюлду,eaes
Казакстанда ЕАЭБ түзүлүшүнүн беш жылдыгына карата коллекциялык тыйындар чыгарылды,eaes
Фоторепортаж – Ереван шаарында Евразия өкмөттөр аралык кеңешинин жыйыны аяктады,eaes
Кыргызстандын ветеринардык системасы ЕАЭБ талаптарына эквиваленттүү деп табылды,eaes
Ереван шаарында ЕӨАК жыйынынын жыйынтыгы боюнча бир катар документтерге кол коюлду,eaes
Евразия өкмөттөр аралык кеңешинин кезектеги жыйыны августта Чолпон-Атада өтөт,eaes
Кыргыз-казак чек арасындагы кырдаалга байланыштуу ЕЭК министрлери КРга чакыртылат,eaes
Разаков Москвада Евразия экономикалык комиссиясынын кеңешинин жыйынына катышты,eaes
"Абылгазиев: Кыргыз тарап күч-аракетин топтоштуруп, ЕАЭБ санариптик күн тартибинин алкагында активдүү иш жүргүзүүгө даярдыгын билдирет",eaes
Евразия өкмөттөр аралык кеңешинин кезектеги жыйынынын соңунда бир катар документтерге кол коюлду,eaes
Абылгазиев: Санариптик трансформация ЕАЭБдин күн тартибиндеги негизги маселелердин бири,eaes
Абылгазиев Алматыда Евразия өкмөттөр аралык кеңешинин жыйынына катышууда,eaes
Бүгүн Алматыда Евразия өкмөттөр аралык кеңешинин кезектеги жыйыны өтөт,eaes
ЕАЭБде евразиялык бренддер түзүлөт,eaes
ЕАЭБдеги өлкөлөрдүн премьер-министрлери Евразиялык өкмөттөр аралык кеңештин отурумуна чогулушат,eaes
2022-жылы ЕАЭБде аудитордук кызмат көрсөтүүлөрдүн бирдиктүү рыногу түзүлөт,eaes
Алматыда Евразиялык өкмөттөр аралык кеңештин кеңири курамдагы жыйыны  башталды,eaes
"Новиков: Жол картасына кол коюлган жок, чек ара ачылбайт",eaes
ЕАЭБде төрагалык алкагында КРнын негизги милдети интеграцияны тереңдетүу жана тоскоолдуктарды жоюу болгон - Абдыгулов,eaes
РФ биринчи вице-премьери Шувалов: ЕАЭБ саясий биримдик эмес,eaes
ЕАЭБдин келерки өкмөттөр аралык жыйыны Ереванда өтөт,eaes
Назарбаев ЕАЭБ премьер-министрлери менен жолукту,eaes
"2017-жылдын 5 айында  ЕАЭБ өлкөлөрүндө экспорт 224,8 млн АКШ долларын түздү",eaes
ЕАЭБдин бирдиктүү базары электр энергиясынын баасын көзөмөлдөөгө шарт түзөт - Панкратов,eaes
Кыргызстандын ЕАЭБге кириши өлкөнүн экономикасынын өсүшүнө оң таасир берди,eaes
Жогорку Евразия экономикалык кеңешинин кезектеги жыйыны 14-апрелде Бишкекте өтөт,eaes
Т.Валовая: «Молдованын ЕАЭБ менен кызматташууга кызыкдарлыгын колдойбуз»,eaes
Путин жана Назарбаев Бишкекте ЖЕЭК саммитин өткөрүүнү талкуулашты,eaes
Кыргызстан Молдованын ЕАЭБдин байкоочусу болуу ниетин колдойт,eaes
Молдова ЕАЭБ байкоочусу статусун сурады,eaes
2025-жылга карата ЕЭАБ өлкөлөрүнүн ортосундагы авиа ташуулар боюнча бардык чектөөлөр алынышы керек,eaes
ЕЭК ЕАЭБге мүчө-мамлекеттердин эксперттерин глобалдык изилдөөгө катышууга чакырат,eaes
ЕЭК Коллегиясынын төрагасы жана РФ ТИМ башчысы ЕАЭБдин үчүнчү өлкө менен экономикалык байланыштарынын өнүгүшүн талкуулады,eaes
Бажы мыйзамдары жана укук колдонуу тажрыйбасы департаменти коомдук талкуунун башталышы тууралуу маалымдайт,eaes
ЕАЭБдин ички рынокторундагы тоскоолдуктарды четтетүү боюнча иштер тууралуу,eaes
ЕЭК Коллегиясы автомобилдин жыйналган жери тууралуу маалымат алууну жөнөкөйлөштүрдү,eaes
