Title,topic
Жусуп Баласагын атындагы Кыргыз улуттук университетинин ректору алмашты,politika
Азамат Юсупов Дин иштери боюнча мамлекеттик комиссиянын директору болду,politika
Алмазбек Полотов  Сүлүктү шаарынын мэринин  орун басары болуп дайындалды,politika
Нарынбек Сатыбалдиев жаратылыш министринин орун басары болуп дайындалды,politika
Маданият министрлигинде бир катар кадрдык өзгөрүүлөр болду,politika
Муратбек Бегалиев опера жана балет театрынын директору болуп дайындалды,politika
Бектур Алиев Улуттук банктын төрагасынын орун басары болуп дайындалды,politika
Тойгонбай Абдыкаров Дин иштери боюнча комиссиянын директорлугунан бошотулду,politika
Алмаз Тургунбаев транспорт министринин орун басары болуп дайындалды,politika
Абсаттар Сыргабаев транспорт министри болуп дайындалды,politika
Медер Машиев жаратылыш министри болуп дайындалды,politika
Президент коомдук башталышта иштеген бардык жардамчы жана кеңешчилерин бошотту,politika
Авазбек Атаханов Кыргызстандын Пакистандагы элчиси болуп дайындалды,politika
Азамат Эргешов Аламүдүн районунун акими болуп дайындалды,politika
Мурадин Тешебаев Аламүдүн районунун акими кызматынан бошотулду,politika
Мухтарбек Баймурзаев эмгек министринин биринчи орун басары болуп дайындалды,politika
Медер Машиев жаратылыш министринин милдетин аткаруучу болуп дайындалды,politika
Азис Сапаралиев мурда жүктөлгөн жаратылыш министринин милдетин аткаруудан бошотулду,politika
Азат Козубеков Улуттук банктын төрагасынын орун басары болуп дайындалды,politika
Жаныбек Керималиев айыл чарба министринин биринчи орун басары болду,politika
Президент Садыр Жапаров Кара-Көл шаарынын мэрин алмаштырды,politika
Бактыбек Осмонов Тоң районунун акими болуп дайындалды,politika
Улуттук банктын төрагасынын эки орун басары ээлеген кызматынан бошотулду,politika
Инвестициялар боюнча улуттук агенттиктин директоруна жаңы орун басар дайындалды,politika
Свердлов акимчилигинде кадрдык өзгөрүүлөр болду,politika
Тариел Айтиев Октябрь районунун акиминин орун басары болду,politika
Байышбек Астанакулов Талас шаарынын мэри болуп дайындалды,politika
Бишкек музыкалык-педагогикалык институтуна жаңы директор дайындалды,politika
Канат Табалдиев Кара-Суу районунун акими болуп дайындалды,politika
Жыргалбек Мамаев Балыкчы шаардык сотунун төрагасы болуп дайындалды,politika
Кубанычбек Бөкөнтаев Кыргызстандын Россиядагы элчиси болуп дайындалды,politika
Кыргызстандын бир катар облустарында жаңы прокурорлор дайындалды,politika
Эрмат Жумаев президенттин Талас облусундагы өкүлү болуп дайындалды,politika
Жыргал Исмаилов башкы прокурордун орун басары кызматына дайындалды,politika
Мирбек Расулов башкы прокурордун орун басары кызматынан бошотулду,politika
Нурлан Дарданов президенттин Талас облусундагы өкүлү кызматынан бошотулду,politika
Нурлан Садыков энергетика министринин орун басары болуп дайындалды,politika
Нурбек Талантбеков  Улуттук “Манас” театрына директор болуп дайындалды,politika
Данияр Сатаров Чолпон-Ата шаарынын мэри болуп дайындалды,politika
Урматбек Сматов Ош облустук милициясынын башчысынын орун басары болду,politika
Руслан Айтбаев Ала-Бука районунун акими болуп дайындалды,politika
Айнура Аскарова Улуттук китепкананын директору болуп дайындалды,politika
"Азиз Биймырза уулу ""Манас"" театрынын директору кызматынан кетти",politika
Абсаттар Сыргабаев транспорт министринин м.а. болуп дайындалды,politika
Тилек Текебаев президенттин Жалал-Абад облусундагы өкүлү болуп дайындалды,politika
Гулбара Абдыкалыкова маданият министринин орун басары болуп дайындалды,politika
"Максат Алмаз уулу ""Кыргызкурулуш"" мамлекеттик ишканасын жетектемей болду",politika
Автандил Токтоналиев жаңы кызматка дайындалды,politika
Кыял Жанузакова эмгек министринин орун басары болуп дайындалды,politika
Руслан Бердибаев акыйкатчынын Ысык-Көл облусу боюнча өкүлү болуп дайындалды,politika
Куралбек Абдыкадыров Нарын облустук сотунун төрагасы болуп дайындалды,politika
"Салават Садыракунов ""Электр станциялар"" ишканасын жетектемей болду",politika
Азамат Юсупов Дин иштери боюнча мамлекеттик комиссиянын директорунун орун басары болду,politika
Канатбек Сейдалиев Мамлекеттик тил комиссиянын төрагасынын орун басары болду,politika
Жылдыз Орозобекова ээлеген кызматынан бошотулду,politika
Нургазы Курманбеков Бишкек ЖЭБнин директору болду,politika
Азис Сапаралиев жаратылыш ресурстары министринин милдетин аткаруучу болуп дайындалды,politika
Курсантбек Каримов Балыкчы шаарынын прокурору болуп дайындалды,politika
Уланбек Тотуяев Кыргызстандын Пакистандагы элчиси кызматынан бошотулду,politika
Мелис Тургунбаев жаратылыш ресурстары министри кызматынан бошотулду,politika
"Шамшыбек Качкынбай уулу ""Салык Сервис"" мекемесинин директору болуп дайындалды",politika
Нургүл Салиева Салык кызматынын төрагасынын орун басары болуп дайындалды,politika
Түп райондук сотунун төрагасы  өз каалоосу менен кызматынан кетти,politika
Кубанычбек Бөкөнтаев Улуттук банктын төрагасы кызматынан кетет,politika
"Талантаалы Бакчиев ""Манас"" улуттук академиясынын президенти кызматынан бошотулду",politika
Канат Насипов Бишкек шаарынын прокурору кызматына дайындалды,politika
Жыпариса Рысбекова жаңы кызматка дайындалды,politika
Жыпариса Рысбекова эмгек министринин биринчи орун басары кызматынан бошотулду,politika
Бишкек мэриясынын аппарат жетекчиси алмашты,politika
Темиркул Балтабаев Мамлекеттик ипотекалык компаниянын төрагасы болду,politika
Алмамбет Шыкмаматов президенттин жардамчысы болуп дайындалды,politika
Чыңгыз Ахматов Ош облусунун прокурору болуп дайындалды,politika
Талайбек Байгазиев Бишкек мэринин орун басары болуп дайындалды,politika
"Жылдыз Полотова эмгек, социалдык камсыздоо жана миграция министри болуп дайындалды",politika
Чүй облустук сотунун төрагасынын жаңы орун басары дайындалды,politika
Нурбек Каимов башкы прокурордун орун басары болуп дайындалды,politika
Улан Айтбаев башкы прокурордун орун басары кызматынан бошотулду,politika
Нурлан Токобаев Кыргызстандын Кувейттеги элчиси болуп дайындалды,politika
Малик Бектурганов башкы прокурордун орун басары болуп дайындалды,politika
Баймурза Маатов башкы прокурордун биринчи орун басары болуп дайындалды,politika
Улукбек Султанов башкы прокурордун биринчи орун басары кызматынан бошотулду,politika
Жылдыз Полотова эмгек министринин милдетин аткаруучу болуп дайындалды,politika
"Гүлнара Баатырова эмгек, социалдык камсыздоо жана миграция министри кызматынан бошотулду",politika
Кыргызстандын Азербайжандагы элчиси алмашты,politika
Таалайбек Бейшебаев “Кыргызавтожол-Түндүк”  ишканасынын директорунун орун басары болду,politika
Максат Асаналиев Кыргызстандын башкы прокурору болуп дайындалды,politika
Курманкул Зулушев башкы прокурор кызматынан бошотулду,politika
Президент башкы прокурорлук кызматка Максат Асаналиевдин талапкерлигин сунуштады,politika
Алматы шаарындагы Кыргызстандын башкы консулу алмашты,politika
Максат Тентимишов Екатеринбург шаарындагы Кыргызстандын башкы консулу болуп дайындалды,politika
Президенттин Ош облусундагы өкүлүнүн биринчи орун басары алмашты,politika
Уланбек Аалиев Свердлов райондук милициясынын башчысы болуп дайындалды,politika
"Жанузак Туран уулу ""Ыйман"" коомдук фондунун төрагасы болуп дайындалды",politika
Гүлнара-Клара Самат Кыргызстандын Россиядага элчиси кызматынан бошотулду,politika
Бакыт Тыналиева Улуттук аттестациялык комиссиясынын төрайымы кызматынан бошотулду,politika
Транспорт министрлигинин Автомобиль жолдору башкармалыгына жаңы жетекчи дайындалды,politika
Фархат Алжамбаев Каракол шаарынын мэри болуп дайындалды,politika
Артем Новиков Россия-Кыргыз өнүктүрүү фондунун төрагасы болуп кайрадан дайындалды,politika
Президенттин Тоолуу региондорду өнүктүрүү боюнча атайын өкүлү алмашты,politika
Жамалбек Ырсалиев Бишкек мэринин орун басары болуп дайындалды,politika
Кубанычбек Айтакунов Свердлов районунун башчысы болуп дайындалды,politika
"""Бишкекжашылкурулуш"" ишканасына жаңы жетекчи дайындалды",politika
"Жолдош Чуштуков ""Тазалык""  ишканасынын директору болуп дайындалды",politika
Рамиз Алиев Бишкек мэринин орун басары болуп дайындалды,politika
Узакбаев президенттин чечимдерин даярдоо боюнча башкармалыктын башчысынын орун басары болду,politika
Сузактагы кырсык. Райондук милициянын жетекчилиги кызматтан алынды,politika
Инвестициялар боюнча агенттиктин директору Талантбек Имановго эскертүү берилди,politika
Президенттин Ош облусундагы ыйгарым укуктуу өкүлү Элчибек Жантаевге сөгүш берилди,politika
Кубан Адыл уулу башкы прокурордун орун басары кызматынан бошотулду,politika
Максат Усубалиев Туризм департаментинин директору болуп дайындалды,politika
Айдит Эркин Кыргызстандын Нидерландыдагы жана Люксембургдагы элчиси болуп дайындалды,politika
"Кемин, Жети-Өгүз жана Лейлек райондорунун акимдеринин орун басарлары кызматтан бошотулду",politika
Кыргызстандын бир катар министрлери тартиптик жаза алды – тизме,politika
Атай Муратбек мэриянын Жерди пайдаланууну контролдоо башкармалыгынын жетекчиси болду,politika
Болот Чолпонбаев Бишкек мэриясынын Капиталдык курулуш башкармалыгын жетектеди,politika
"Мухаммед Темирбаев  Тоннелдерди пайдалануу, оңдоо жана күтүү кызматынын башчысы болду",politika
Авазбек Сатымкул уулу  Кочкор райондук сотунун судьясы болуп дайындалды,politika
Алтынбек Маматов мэриянын Жерди пайдаланууну контролдоо башкармалыгын жетектейт,politika
Кара-Суу шаар куруу жана архитектура башкармалыгына жаңы жетекчи дайындалды,politika
Курулушта сертификаттоонун республикалык борборуна жаңы жетекчи дайындалды,politika
Бишкектин Мамлекеттик архитектура-курулуш көзөмөлдөө башкармалыгына жаңы жетекчи дайындалды,politika
Мирлан Жекшенов Кара-Балта шаарынын мэри болуп дайындалды,politika
Халида Эргешева “Кабар” агенттигинин директорунун орун басары болуп дайындалды,politika
Талас шаардык муниципалдык менчик башкармалыгына жаңы жетекчи дайындалды,politika
Чүй районунда башкы архитектор дайындалды,politika
Асанкары Ахматов Кемин районунун башкы архитектору болуп дайындалды,politika
Улан Майлибашев Кант шаарынын мэри болуп дайындалды,politika
Бишкек мэриясында кадрдык өзгөрүүлөр болду,politika
"Айчүрөк Усупбаева ""Окуу китеби"" басма үйүнун директору болуп дайындалды",politika
Өзгөн районунун Архитектура башкармалыгына жаңы жетекчи дайындалды,politika
Ички иштер органдарынын жетекчилик курамында жаңы дайындоолор болду,politika
Жалал-Абад облустук милициясынын башчысы жана орун басары кызматтан алынды,politika
Назарбек Малаев кайрадан экономика жана коммерция министринин орун басары болуп дайындалды,politika
КМШ Экономикалык кеңешине караштуу Экономикалык маселелер боюнча комиссиядагы КРнын өкүлү алмашты,politika
Маратбек Акназаров Мамлекеттик экспертиза департаментинин жетекчиси болуп дайындалды,politika
Баткен облустук сотунун төрагасынын эки орун басары дайындалды,politika
Кудрет Тайчабаров Туризмди колдоо фондунун жетекчиси болду,politika
Эмгек министринин жаңы орун басарлары дайындалды,politika
Мирлан Усенканов Климаттык каржылоо борборунун директорунун орун басары болуп дайындалды,politika
Адилет Амантаев Климаттык каржылоо борборунун директору болуп дайындалды,politika
Жер титирөөгө туруктуу курулуш маминститутуна жаңы жетекчи дайындалды,politika
Кубанычбек Асанов Нарын облусунун прокурору болуп дайындалды,politika
Кыргыз геология кызматынын директору алмашты,politika
Мирслав Аманкулов жаратылыш министринин орун басары болуп дайындалды,politika
Алмазбек Сокеев Суу ресурстары кызматынын директору болуп дайындалды,politika
Айыл чарба министринин жаңы орун басарлары дайындалды,politika
Айыл чарба министринин дагы эки орун басары кызматынан бошотулду,politika
Кубат Касейинов айыл чарба министринин биринчи орун басары болуп дайындалды,politika
Мурат Раматов айыл чарба министринин биринчи орун басарлыгынан бошотулду,politika
Сюита Соурбаева УТРК директорунун орун басары болуп дайындалды,politika
Рустам Жокоев Транспорт каражаттарын каттоо мамагенттигинин директорунун орун басарлыгына дайындалды,politika
Камил Чоткараев Кочкор районунун акими болуп дайындалды,politika
Русланбек Тагаев Чүй районунун акими болуп дайындалды,politika
Президент Ысык-Ата районуна жаңы аким дайындады,politika
Ысык-Ата районунун акими ишеничтен кеткенине байланыштуу кызматынан бошотулду,politika
Нурбек Сатаров Нарын облусунун башчысынын орун басары кызматынан бошотулду,politika
Жыпариса Рысбекова эмгек министринин биринчи орун басары болуп дайындалды,politika
Жыпаркүл Бектемирова Жети-Өгүз районунун акиминин орун басары болуп дайындалды,politika
Эрмек Мамбетжанов ИИМдин Катчылыгынын башчысы болуп дайындалды,politika
Бакай Турдугулов Мамкурулуш агенттигинин директорунун орун басары болуп дайындалды,politika
Эмгек министринин эки орун басары кызматынан бошотулду,politika
Нурлан Нартаев КР Соода-өнөр жай палатасынын вице-президенти болуп дайындалды,politika
Жетиген Бакиров Кыргыз-Өзбек өнүктүрүү фондунун башкармасынын мүчөсү болуп дайындалды,politika
Президенттин жана министрлер кабинетинин чечимдерин аткарууну контролдоо башкармалыгынын начальнигинин орун басары алмашты,politika
Мелис Мураталиев Мамлекеттик тил боюнча улуттук комиссиянын төрагасы болуп дайындалды,politika
Азамат Карагулов Кыргызстандын Кувейттеги элчиси кызматынан бошотулду,politika
Данияр Арпачиев президенттин Ысык-Көлдөгү өкүлүнүн биринчи орун басары болду,politika
Жеңишбек Жоробеков ЖКККББнын башчысы болуп дайындалды,politika
Исраилов Жол кыймылынын коопсуздугун камсыздоо башкармалыгынын башчылыгынан бошотулду,politika
Сүлүктү жана Кызыл-Кыя шаардык мэрияларында кадрдык өзгөрүүлөр болду,politika
Улан Чаначев эмгек министринин орун басары кызматынан бошотулду,politika
Аскар Бешимов Кыргызстандын Непалдагы элчиси болуп дайындалды,politika
Мамлекеттик мүлктү башкаруу агенттигине жаңы директор дайындалды,politika
Президенттин администрациясынын саясий жана экономикалык изилдөөлөр башкармалыгынын башчысы алмашты,politika
Уланбек Далиев президенттин Ысык-Көл облусундагы өкүлү болуп дайындалды,politika
Эмилбек Абдыкадыров президенттин Ысык-Көлдөгү өкүлү кызматынан бошотулду,politika
"Бакыт Чомоев ""Кыргызавтожол"" ишканасынын башкы директору болуп дайындалды",politika
Рустам Канаев КР СӨПтүн Ысык-Көл облусундагы өкүлү болуп дайындалды,politika
Сагынбаев президент жана минкаб чечимдерин даярдоо башкармалыгынын башчысынын орун басары болду,politika
Бекназар Базаралиев транспорт министринин орун басары болуп дайындалды,politika
Президенттин Жалал-Абаддагы өкүлүнүн жаңы орун басары облус активине тааныштырылды,politika
Президент жергиликтүү сотторго бир катар судьяларды дайындады. Тизме,politika
Санжар Муканбетов Стратегиялык изилдөөлөр  улуттук институтунун директору болуп дайындалды,politika
Адыл Сыдыгалиев Жеке маалыматтарды коргоо боюнча мамагенттиктин директору болуп дайындалды,politika
Талантбек Арстанкулов президенттин Ош облусундагы өкүлүнүн орун басары болуп дайындалды,politika
Адилет Токторбаев Талас шаардык “Таза суу” ишканасын жетектейт,politika
Максат Байжигитов Талас шаарына коммуналдык кызмат көрсөтүү ишканасын жетектеди,politika
Эркин Аскаров Талас мэринин биринчи орун басары болуп дайындалды,politika
"Шайырбек Абдырахман уулу ""Манас"" театрынын директорунун орун басары болуп дайындалды",politika
Тариэль Жаныбеков Баалуу металлдар департаментинин директору болуп дайындалды,politika
Максат Сыдыков президенттин Жалал-Абад облусундагы өкүлүнүн орун басары болуп дайындалды,politika
Эркинбек Маматаев президенттин Жалал-Абаддагы өкүлүнүн орун басары кызматынан бошотулду,politika
Тимур Абдижалил БАЭнин Дубайдагы Кыргызстандын Башкы консулу кызматынан бошотулду,politika
Жаныш Раимжанов Жалал-Абад мэринин орун басары болуп дайындалды,politika
Жаниев Маммүлктү башкаруу агенттигинин директорунун биринчи орун басары болуп дайындалды,politika
Маммүлктү башкаруу агенттигинин директорунун биринчи орун басары кызматтан бошотулду,politika
Мамлекеттик мүлктү башкаруу агенттигинин директору кызматынан бошотулду,politika
Тариэл Айтиев Октябрь райондук акимчилигинин аппарат жектечиси болуп дайындалды,politika
Чыңгыз Бапаев Алай районунун акими болуп дайындалды,politika
Азамат Кожомамбетов Алай районунун акими кызматынан бошотулду,politika
Бишкек ЖЭБине жаңы жетекчи дайындалды,politika
Бишкектеги тик учактын кыйрашы. Айрым кызмат адамдары убактылуу иштен бошотулду,politika
Уланбек Бейшенбаев Транспорт департаментинин директору болуп дайындалды,politika
“Кыргызфармациянын”  жана  Дары каражаттары  департаментинин башчылары кызматтан бошотулду,politika
Илияз Ташбаев президенттин Ош облусундагы өкүлүнүн орун басары болуп дайындалды,politika
Бишкек мэриясы: Улан Уезбаев ээлеген кызматынан бошотулду,politika
"Талас райондук, шаардык билим берүү бөлүмүнө жаңы жетекчи дайындалды",politika
Насипбек Керимов энергетика министринин орун басары болуп дайындалды,politika
Сот адилеттигинин жогорку мектебинин директору болуп Анархан Базаралиева дайындалды,politika
Нурбек Анарбекин “Мамлекеттик-жеке өнөктөштүк борборунун” башчысы болуп дайындалды,politika
Баймурзаев Маммүлктү башкаруу боюнча агенттиктин директорунун орун басары болуп дайындалды,politika
Канат Рыскулов Маммүлктү башкаруу боюнча агенттигинин директорунун орун басарлыгынан бошотулду,politika
"""Электр станциялар"" ишканасына жаңы башкы директор дайындалды",politika
Улан Сарылбек уулу Биринчи май районунун акими болуп дайындалды,politika
Төрөбаев айыл чарба жана кайра иштетүү өнөр жайы министри болуп дайындалды,politika
Нуржана Урустамова Соцфонддун төрагасынын орун басары болуп дайындалды,politika
Ош шаардык ветеринардык башкармалыгынын башчысы алмашты,politika
Муканбетов президенттин жана министрлер кабинетинин чечимдерин даярдоо башкармалыгынын башчысынын орун басары болду,politika
Сагынбаев президенттин жана министрлер кабинетинин чечимдерин экспертизалоо бөлүмүнүн башчылыгынан бошотулду,politika
"Төрөбаев суу ресурстары, айыл чарба жана кайра иштетүү өнөр жай министринин м.а. болуп дайындалды",politika
Аскарбек Жаныбеков айыл чарба министри кызматынан бошотулду,politika
Таалатбек Масадыков ЖККУнун Башкы катчысынын орун басары болуп дайындалды,politika
Аскар Бешимов Кыргызстандын Шри-Ланкадагы элчиси болуп дайындалды,politika
Анвар Анарбаев Кыргызстандын Малайзиядагы элчиси болуп дайындалды,politika
Марат Нуралиев Кыргызстандын Катардагы элчиси болуп дайындалды,politika
Мырзабек Жыпаркулов Экологиялык жана техкөзөмөл кызматынын директору болуп дайындалды,politika
"""Бишкексуучарбанын"" директору болуп  Болотбек Одракаев дайындалды",politika
Мэриянын Муниципалдык мүлктү башкаруу департаментинде жаңы башчы,politika
Бейшеке уулу Адилет Бишкектин Ленин районунун акиминин орун басары болуп дайындалды,politika
Маданият министрлигине караштуу Улуттук маданий борборго башкы директор дайындалды,politika
Аскер прокурору болуп Мирбек Расулов дайындалды,politika
Сагындык Мукашов Аскер прокурору кызматынан бошотулду,politika
Улан Айтбаев башкы прокурордун орун басары болуп дайындалды,politika
Президент башкы прокурордун орун басарын кызматтан бошотту,politika
Президент Кадамжай районуна жаңы аким дайындады. Өмүр баяны,politika
Мирбек Шамырканов Чоң-Алай районунун акими болуп дайындалды,politika
Мелс Аттокуров Улуттук банктын төрагасынын орун басары болуп дайындалды,politika
Кутпидин Шакиров Кадамжай районунун акими кызматынан бошотулду,politika
Заир Чокоев Улуттук банктын төрагасынын орун басарлыгынан бошотулду,politika
Толенды Макеев Кыргызстандын Словакия жана Чехиядагы элчиси болуп дайындалды,politika
Ош облустук ИИБ башчысынын жаңы орун басарлары дайындалды,politika
Президент Жакыпбек Субагожоевди Ноокат районунун акими кылып дайындады,politika
Темирболот Абыкеев Кара-Суу районунун акими болуп дайындалды,politika
Канат Төлөгөнов Жарандык авиация мамагенттигинин директорунун орун басары болуп дайындалды,politika
Санжарбек Болотов экономика министринин орун басары болуп дайындалды,politika
Шайлообек Козубаев президенттин Оштогу өкүлүнүн биринчи орун басары болуп дайындалды,politika
Канатбек Азиз Стратегиялык изилдөөлөр улуттук институтунун директорлугунан бошотулду,politika
Ысык-Көл драма театрына жаңы директор дайындалды,politika
Алтынбек Кутманов Свердлов районунун башчысы болуп дайындалды,politika
Азиз Садырбеков президенттин Ысык-Көлдөгү өкүлчүлүгүнүн аппарат жетекчиси болду,politika
Нурмухамед Миңбаев Туризм департаментинин директору болуп дайындалды,politika
Максатбек Саргазаков Мамкызмат жана ЖӨБМАнын директорунун орун басары болуп дайындалды,politika
Акылбек Жапаров экономика министринин төрт орун басарын кызматынан бошотту,politika
Билим берүү министринин жаңы орун басарлары дайындалды,politika
Билим берүү министринин биринчи орун басары алмашты,politika
Транспорт министринин орун басарлары алмашты,politika
Урмат Кожомбердиев Сот департаментинин директору болуп дайындалды,politika
Уезбаев мэриянын транспорт жана жол-транспорттук инфратүзүмдү  өнүктүрүү департаментин жетектейт,politika
Азамат Кадыров Бишкек мэринин орун басары болуп дайындалды,politika
Бишкектин мурдагы мэри президенттин Ысык-Көл облусундагы өкүлү болуп дайындалды,politika
Президент өзүнүн Ысык-Көл облусундагы өкүлүн кызматтан бошотту,politika
Президент Нурдан Орунтаевди Мамкурулуш агенттигине директор кылып дайындады,politika
Мырзабек Жыпаркулов Мамкурулуш агенттигинин директорлугунан бошотулду,politika
Улугбек Кожобергенов Ветеринардык кызматтын директору болуп дайындалды,politika
Тимурлан Ажымалиев маданият министринин биринчи орун басары кызматына дайындалды,politika
Кайрат Иманалиев маданият министринин биринчи орун басары кызматынан бошотулду,politika
Улан Шерипов Ат-Башы райондук сотунун төрагасы болуп дайындалды,politika
Канат  Сагынбаев президенттин жана министрлер кабинетинин чечимдерин экспертизалоо бөлүмүнүн башчысы болду,politika
Аликеев президенттин жана министрлер кабинетинин чечимдерин экспертизалоо бөлүмүнүн башчылыгынан бошотулду,politika
Даврон Алмазбеков президенттин протокол кызматынын жетекчиси болуп дайындалды,politika
