Title,topic
Нарын дарыясына секирип кеткен кызды издөө иштери уланууда,kyrsyk
Кыргызстанда бир суткада 15 өрт кырсыгы катталды,kyrsyk
Баткенде жер титиреди,kyrsyk
Кыргызстанда бир суткада 8 өрт кырсыгы катталды,kyrsyk
Жумгалда дайынсыз болуп жаткан ата-баланы издөө иштери уланууда,kyrsyk
Өлкө аймагында сутка ичинде 12 өрт кырсыгы катталды,kyrsyk
Балыкчы шаарында турак үйдөн өрт чыкты,kyrsyk
Ошто Ак-Буура дарыясына түшүп кеткен 5 жашар бала изделүүдө,kyrsyk
"Бишкек – Ош жолуна кар көчкү түшүп, жол убактылуу жабылды",kyrsyk
Нарын дарыясына түшүп кеткен кызды издөөгө 54 адам чыкты,kyrsyk
Бүгүн Нарын дарыясына түшүп кеткен кызды издөөгө 44 адам чыкты,kyrsyk
Кыргызстанда сутка ичинде 9 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 12 өрт кырсыгы катталды,kyrsyk
Ысык-Көлдө жер титиреди,kyrsyk
Кыргызстанда сутка ичинде 12 өрт кырсыгы катталды,kyrsyk
Өзгөн шаарынын борбордук базарынан өрт чыкты,kyrsyk
Бишкекте автобустун катышуусунда жол кырсыгы катталды,kyrsyk
Чоң Чүй каналынан 59 жаштагы адам изделүүдө,kyrsyk
Кыргызстанда сутка ичинде 10 өрт кырсыгы катталды,kyrsyk
Ош облусунун аймагында күчү 4 баллга жеткен жер титирөө катталды,kyrsyk
Кыргызстанда бир суткада 8 өрт кырсыгы катталды,kyrsyk
Жалал-Абад облусунун аймагында жер титиреди,kyrsyk
Жайылдагы психоневрологиялык мекемеде бейтаптарга адамгерчиликсиз мамиле жасалганы аныкталды,kyrsyk
Кыргызстанда сутка ичинде 12 өрт кырсыгы катталды,kyrsyk
Кыргызстандын аймагында эки ирет жер титиреди,kyrsyk
Бишкекте 2 жашар бөбөктү унаа сүзүп кеткен – видео,kyrsyk
Кыргызстанда сутка ичинде 9 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 9 өрт кырсыгы катталды,kyrsyk
Акыйкат чечим чыгышына үмүттөнгөн эне - кырсыктын чоо-жайы,kyrsyk
Кыргызстанда сутка ичинде 4 өрт кырсыгы катталды,kyrsyk
Дубай шаарында кыргызстандык жаран изделүүдө – ТИМ,kyrsyk
Быйыл 9 айда өрттүн кесепетинен 30 адамдын өмүрү кыйылды,kyrsyk
Кыргызстанда сутка ичинде 11 өрт кырсыгы катталды,kyrsyk
Кыргыз-кытай чек арасында жер титирөө катталды,kyrsyk
Кыргызстанда сутка ичинде 10 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 21 өрт кырсыгы катталды,kyrsyk
"Кыргыз-тажик чек арасында күчү 4,5 баллга жеткен жер титирөө катталды",kyrsyk
Чаткалда кар көчкүнүн астында калгандардын барынын сөөгү табылды,kyrsyk
Чаткалдын Ак-Сай жайлоосунда дайынсыз болгон үчүнчү жарандын сөөгү табылды,kyrsyk
Чаткалдын Ак-Сай жайлоосунда бир адамдын сөөгү табылды,kyrsyk
Кызыл-Кыя шаарында жол кырсыгынан 4 адам мерт кетти,kyrsyk
Кыргызстанда акыркы суткада 6 өрт кырсыгы катталды,kyrsyk
Кыргызстан менен Кытайдын чек арасында күчү 6 баллга жеткен жер титирөө катталды,kyrsyk
Кыргызстанда бир суткада 12 өрт кырсыгы катталды,kyrsyk
Бишкектеги атышуу. Жабыркагандар палатага которулду,kyrsyk
Ноокатта эки адамды сүзүп кеткен айдоочу кармалды,kyrsyk
Бишкекте кафеден чыккан өрт өчүрүлдү,kyrsyk
Кыргызстанда бир суткада 8 өрт кырсыгы катталды,kyrsyk
"Бишкекте кафеден өрт чыгып, 3 бөлүм тартылды",kyrsyk
Өзгөн районунда очогунда күчү 4 баллга жеткен жер титирөө катталды,kyrsyk
Бишкектеги атышуу. Саламаттык сактоо министрлиги жабыркагандардын абалы тууралуу маалымат берди,kyrsyk
Кыргызстанда акыркы суткада 18 өрт кырсыгы катталды,kyrsyk
Бишкектеги атышуу. ИИМ окуянын чоо-жайын айтты,kyrsyk
Кыргызстанда сутка ичинде 9 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 10 өрт кырсыгы катталды,kyrsyk
УКМКнын ардагери Мурат Осмонов дүйнөдөн катты,kyrsyk
Кыргызстанда бир суткада 9 өрт кырсыгы катталды,kyrsyk
Бишкекте автобустун айдоочусу 18 жаштагы кызды сүзүп кетти,kyrsyk
Кыргызстанда сутка ичинде 9 өрт кырсыгы катталды,kyrsyk
Кыргызстанда акыркы суткада 15 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 8 өрт кырсыгы катталды,kyrsyk
Ошто турак үйдөн чыккан ири өрт өчүрүлдү,kyrsyk
Кыргызстанда сутка ичинде 8 өрт кырсыгы катталды,kyrsyk
Ош шаарында турак үйдөн ири өрт чыкты,kyrsyk
Кыргызстанда сутка ичинде 11 өрт кырсыгы катталды,kyrsyk
Жалал-Абад облусунун аймагында жер титиреди,kyrsyk
Кыргызстанда бир суткада 13 өрт кырсыгы катталды,kyrsyk
Жалал-Абадда изделип жаткан 3 жашар баланын сөөгү табылды,kyrsyk
Кыргызстанда акыркы суткада 29 өрт кырсыгы катталды,kyrsyk
Кыргызстанда бир суткада 20 өрт кырсыгы катталды,kyrsyk
"Кыргызстанда жыл башынан бери 5,3 миңден ашык үй селден жабыркады",kyrsyk
Кыргызстанда сутка ичинде 19 өрт кырсыгы катталды,kyrsyk
Бишкекте 15 жашар кыз жол кырсыгынан каза тапты. Аны сүзүп кеткен чет элдик жаран кармалды – видео,kyrsyk
Бишкекте ажатканага түшүп кеткен наристе куткарылды,kyrsyk
Нарын облусунда жер титиреди,kyrsyk
Кыргызстанда дем алышта 17 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 10 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 7 өрт кырсыгы катталды,kyrsyk
Кыргызстандын аймагында жер титиреди,kyrsyk
Кыргызстанда сутка ичинде 15 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 16 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 30 өрт кырсыгы катталды,kyrsyk
Ак-Өргө конушунда турак үйдөн өрт чыкты,kyrsyk
Кыргызстанда акыркы суткада 17 өрт кырсыгы катталды,kyrsyk
Ош шаарындагы мончодон чыккан өрт өчүрүлдү. Жабыркагандар жок,kyrsyk
Өлкө аймагында сутка ичинде 20 өрт кырсыгы катталды,kyrsyk
Ала-Арча капчыгайында бутун сындырып алган туристке жардам көрсөтүлдү,kyrsyk
Кыргызстанда сутка ичинде  20 өрт кырсыгы катталды,kyrsyk
Кыргызстанда жыл башынан бери жол кырсыгынан 280 адам каза болду,kyrsyk
Сокулукта 9-класстын окуучусу ур-токмоктон каза болду – окуянын чоо-жайы,kyrsyk
"Бишкекте жүк ташуучу унаа менен скутер кагылышып, бир адам каза тапты",kyrsyk
Кыргызстанда сутка ичинде 12 өрт кырсыгы катталды,kyrsyk
Баткенде жер титиреди,kyrsyk
Кыргызстанда сутка ичинде 14 өрт кырсыгы катталды,kyrsyk
Өлкө аймагында сутка ичинде 37 өрт кырсыгы катталды,kyrsyk
Кыргызстандын түштүгүндө  жер титиреди,kyrsyk
"Санкт-Петербургда кыргызстандык кыз 6-кабаттан кулап, эки мекендеши кармалды",kyrsyk
Кыргызстанда сутка ичинде 25 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 18 өрт кырсыгы катталды,kyrsyk
Ош облусунун аймагында жер титиреди,kyrsyk
Ош облусунун аймагында жер титиреди,kyrsyk
Айланма жолдогу кырсыктан 7 адам көз жумду –  ЖКККББ,kyrsyk
Кыргызстанда сутка ичинде 27 өрт кырсыгы катталды,kyrsyk
Бишкекте курулуш материалдары сатылган жайдан өрт чыкты,kyrsyk
Чоң Чүй каналынан 15 жаштагы өспүрүмдүн сөөгү табылды,kyrsyk
Ысык-Көл облусунун аймагында жер титиреди,kyrsyk
Кыргызстанда акыркы суткада 32 өрт кырсыгы катталды,kyrsyk
Новосибирскте кыргызстандыктын катышуусунда жол кырсыгы катталды – ТИМ,kyrsyk
Бишкекте унаа жуучу жайдан чыккан өрт өчүрүлдү,kyrsyk
Бишкекте унаа жуучу жайдан чыккан өрттү өчүрүүгө 2 бөлүм тартылды,kyrsyk
Кыргызстанда бир суткада 24 өрт кырсыгы катталды,kyrsyk
Бишкектеги автобус кырсыгы. Мэр окуяны иликтөө үчүн комиссия түзүүнү тапшырды,kyrsyk
Бишкекте өз өмүрүнө кол салган жаран куткарылды,kyrsyk
Чоң Чүй каналынан 14 жаштагы өспүрүм изделүүдө,kyrsyk
Ош шаарында турак үйдөн чыккан ири өрт өчүрүлдү,kyrsyk
Кыргызстанда дем алышта 26 өрт кырсыгы катталды,kyrsyk
Бишкекте күйүүчү май сактоочу жай өрттөндү,kyrsyk
Ысык-Атада сууга түшүп кетиши мүмкүн болгон 3 жашар бала изделүүдө,kyrsyk
Ош шаарында согуштун жалгыз ардагери 99 жашында каза болду,kyrsyk
"Тоң суусунун деңгээли көтөрүлүп, 160 адам коңшу айылдарга эвакуацияланды",kyrsyk
Сокулук районунда 18 жаштагы Анарбек Алишер уулу изделүүдө,kyrsyk
Бишкекте милиция кызматкерлери өз өмүрүнө кол салган аялды куткарышты,kyrsyk
Жалал-Абад облусунун аймагында жер титиреди,kyrsyk
Ысык-Көл районунда да өзгөчө кырдаал режими жарыяланды,kyrsyk
Тоң районунун Ак-Сай айылында сел жүрдү,kyrsyk
Кыргызстанда сутка ичинде 26 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 29 өрт кырсыгы катталды,kyrsyk
"Садыр Жапаров ""Ата-Бейиттин"" сырын ачкан Бүбүйра апанын дүйнө салганына байланыштуу кыргыз элине көңүл айтты",kyrsyk
Кыргызстанда сутка ичинде 41 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 40 өрт кырсыгы катталды,kyrsyk
Бишкекте көп кабаттуу үйдөн чыккан өрт өчүрүлдү,kyrsyk
Бишкекте жаңы курулуп жаткан турак үйдөн өрт чыкты,kyrsyk
Кыргызстанда сутка ичинде 19 өрт кырсыгы катталды,kyrsyk
Таласта жер титиреди,kyrsyk
"Бишкекте көп кабаттуу үйдөн өрт чыгып, 10 адам эвакуацияланды",kyrsyk
Кыргызстанда сутка ичинде 37 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 30 өрт кырсыгы катталды,kyrsyk
Баткенде базардан чыккан өрттүн кесепетинен өспүрүм каза болду,kyrsyk
Жалал-Абадда дарыяга түшүп кеткен жаран изделүүдө,kyrsyk
Өлкө аймагында сутка ичинде 24 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 31 өрт кырсыгы катталды,kyrsyk
Россияда кыргызстандык жаран жол кырсыгынын кесепетинен көз жумду,kyrsyk
Ысык-Көлдө изделип жаткан 73 жаштагы жарандын сөөгү Чоң Кызыл-Суусунан табылды,kyrsyk
Ысык-Көлдө дайынсыз жоголгон эки жаран изделүүдө,kyrsyk
Кыргызстанда сутка ичинде 18 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 28 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 37 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 32 өрт кырсыгы катталды,kyrsyk
Токмок шаарында кампадан ири өрт чыкты,kyrsyk
"Кыргызстанда жыл башынан тарта 1,2 миңден ашуун өрт кырсыгы катталган – ӨКМ",kyrsyk
ӨКМ жыл башынан бери селден канча объект жабыркаганын айтып берди,kyrsyk
Жыл башынан бери селдин кесепетинен 22 адам каза болду – ӨКМ,kyrsyk
Кыргызстанда жыл башынан бери 311 сел кырсыгы катталды,kyrsyk
Бишкекте автобуста бараткан жүргүнчү каза болгон – милиция жана мэриянын комментарийи,kyrsyk
Кыргызстандан сутка ичинде 30 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 18 өрт кырсыгы катталды,kyrsyk
"Ноокатта кайрадан сел жүрүп, Тельман – Кара-Кой ички жолу жабылды",kyrsyk
Кыргызстанда сутка ичинде 21 өрт кырсыгы катталды,kyrsyk
Суусамыр суусунан 43 жаштагы эркектин сөөгү табылды,kyrsyk
Кыргызстанда дем алыш күнү 23 өрт кырсыгы катталды,kyrsyk
Ысык-Көл облусунда жер титирөө катталды,kyrsyk
Ысык-Көлдө 12 жаштагы өспүрүм сууга чөгүп бараткан үч аялды сактап калды,kyrsyk
Кыргызстанда сутка ичинде 14 өрт кырсыгы катталды,kyrsyk
Кадамжайда селдин кесепеттерин жоюу иштери жүрүүдө,kyrsyk
Ноокаттагы сел: Ош – Баткен – Раззаков унаа жолу бир тараптуу ачык,kyrsyk
Ысык-Көлдөгү жол кырсыгы. Дагы эки өспүрүм ооруканада каза болду,kyrsyk
Кара-Балтада спорт комплексинен чыккан өрт толук өчүрүлдү,kyrsyk
Кара-Балтада спорт комплекстен чыккан өрттү өчүрүүгө 3 бөлүм тартылды,kyrsyk
Кыргызстанда сутка ичинде 29 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 21 өрт кырсыгы катталды,kyrsyk
Ошто селге агып кеткен бешинчи аялдын сөөгү Өзбекстандын аймагынан табылды,kyrsyk
Кыргызстанда сутка ичинде 12 өрт кырсыгы катталды,kyrsyk
Бүгүн Ошто сел агызып кеткен аялды издөөгө 143 куткаруучу чыкты,kyrsyk
Оштогу сел. Ак-Буурадан сөөгү табылган аялдын өздүгү такталды,kyrsyk
Ошто сел агызып кеткен дагы бир аялдын сөөгү табылды,kyrsyk
Оштогу сел. Жабыркаган 9 адамга медициналык жардам көрсөтүлгөн,kyrsyk
Ошто сел агызып кеткен төрт тургунду 350 адам издөөдө,kyrsyk
Ош облусунда селден канча объект жабыркагандыгы айтылды,kyrsyk
Баткендин сел каптаган аймактарында ыкчам топ иштөөдө,kyrsyk
Ошто сел агызып кеткен кыздардын биринин сөөгү табылды,kyrsyk
Ош облусунда жалпы 342 үйгө сел суулары кирген,kyrsyk
Ошто сел агызып кеткен 4 жаран изделүүдө,kyrsyk
Ош шаарынын аймагына өзгөчө кырдаал режими киргизилди,kyrsyk
Оштогу селдин кесепеттерин жоюуга 258 куткаруучу жана 20 техника тартылды,kyrsyk
Ош шаарын сел каптады – видео,kyrsyk
Ош – Гүлчө – Эркечтам унаа жолу убактылуу жабылды,kyrsyk
"Ош шаарында сел жүрүп, 420дан ашык адам эвакуацияланды",kyrsyk
Сокулукта 3 гектар арпа жана курулуш материалдары өрттөнүп кетти,kyrsyk
Кыргызстанда бир суткада 16 өрт кырсыгы катталды,kyrsyk
Баткен районуна өзгөчө кырдаал режими киргизилди,kyrsyk
Баткендеги сел каптаган тилкелерден 137 тургун эвакуацияланды,kyrsyk
"Баткенде сел жүрүп, бир катар жолдор жабылды",kyrsyk
Кыргызстанда акыркы суткада 11 өрт кырсыгы катталды,kyrsyk
Тоңдогу жайлоодо 250 кой чагылган тийип өлдү,kyrsyk
Кыргызстанда дем алыш күнү 21 өрт кырсыгы катталды,kyrsyk
Ошто жер титиреди,kyrsyk
Алайда сууга түшүп кеткен баланын сөөгү табылды,kyrsyk
Алайда Мурдаш суусуна түшүп кеткен кичинекей бала изделүүдө,kyrsyk
Кыргызстанда сутка ичинде 25 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 13 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 16 өрт кырсыгы катталды,kyrsyk
"Бостериде жол кырсыгы катталып, бир адам каза болду",kyrsyk
Чүй облусунун аймагында жер титирөө катталды,kyrsyk
Ноокатта селге агып кеткен 2 жашар баланын сөөгү табылды,kyrsyk
"Ноокатта селден 8 канал жабыркап, 7 гектардан ашуун айдоо аянты зыянга учурады",kyrsyk
Кара-Кулжада куткаруучулар селге аккан төртүнчү адамдын сөөгүн табышты,kyrsyk
"Кара-Кулжада селден 3 адам каза болуп, дагы бирөө изделүүдө",kyrsyk
Ошто жер титиреди,kyrsyk
Айдоочуларга эскертүү! Ош – Раззаков унаа жолу жабылды,kyrsyk
Ноокатта селден улам көз жумгандардын саны тогузга жетти,kyrsyk
Ноокатта селдин кесепеттерин жоюуга жалпы 580 адам тартылды,kyrsyk
Ноокатта селден каза болгондордун экөөсү Казакстандын жарандары болгон,kyrsyk
Ноокатта селден каза болгондордун саны 8 адамга жетти,kyrsyk
Ноокаттагы сел. Кезарт жайлоосунан 150 адам эвакуацияланды,kyrsyk
Ноокаттагы сел. Дагы бир аялдын селге агып каза болгону аныкталды,kyrsyk
Ноокатта селден каза болгондордун саны 6 адамга жетти — ӨКМ,kyrsyk
Ноокаттагы сел. Өлгөн мал-жандыкты зыянсыздандыруу иштери жүрүүдө,kyrsyk
Ноокаттагы сел. Абшыр-Атада калган 180 адам коопсуз жайга эвакуацияланууда,kyrsyk
Ноокаттагы сел. Кызыл-Кыядан куткаруучулар менен кошо азык-түлүк жөнөтүлдү,kyrsyk
Кыргызстанда бир суткада 38 өрт кырсыгы катталды,kyrsyk
ӨКМдин тик учагы Ноокат элинен кабар алууга учуп кетти,kyrsyk
Ошто милиция кызматкерлери ири өрттүн алдын алышты,kyrsyk
Ноокаттагы сел. Абшыр-Атадан жарандар эвакуацияланууда,kyrsyk
Ноокатта селдин кесепеттерин жоюга атайын штаб түзүлдү,kyrsyk
Ноокат районунда издөө-куткаруу иштерине 637 адам тартылды,kyrsyk
Селден улам Ноокат районуна өзгөчө кырдаал режими киргизилди,kyrsyk
Ноокат районунда селден 5 адам каза болду,kyrsyk
Ош жана Баткен облустарынын аймагында сел жүрдү,kyrsyk
Жалал-Абадда катуу шамал турак жайлардын чатырын учурду,kyrsyk
Чүйдө жер титиреди,kyrsyk
"Бишкек – Ош унаа жолунда кыян жүрүп, каттам убактылуу жабылды",kyrsyk
Алматыда кыргызстандык кыз 7-кабаттан кулап каза болду,kyrsyk
Кыргызстанда сутка ичинде 20 өрт кырсыгы катталды,kyrsyk
Ошто кафеден чыккан ири өрт өчүрүлдү,kyrsyk
Кыргызстанда сутка ичинде 25 өрт кырсыгы катталды,kyrsyk
Ошто кафеден чыккан өрттү өчүрүүгө 4 күжүрмөн эсеп тартылды – видео,kyrsyk
Кыргызстанда бир суткада 16 өрт кырсыгы катталды,kyrsyk
Кыргызстанда сутка ичинде 12 өрт кырсыгы катталды,kyrsyk
"Таласта мөндүр жаап, 50 га эгин талаасына зыян келтирди",kyrsyk
Кыргызстандын түштүк аймактарында сел жүрдү,kyrsyk
Бишкекте көп кабаттуу үйдөн чыккан өрттөн 10 адам куткарылды,kyrsyk
Бишкекте турак үйдүн 12-кабатынан өрт чыкты,kyrsyk
Кыргызстанда сутка ичинде 21 өрт кырсыгы катталды,kyrsyk
Бүгүн-эртең жолго чыкпай туруңуз! Бишкек - Ош унаа жолу жабылды,kyrsyk
Чүйдө жер титиреди,kyrsyk
ӨКМ: Өлкө аймагында сутка ичинде 15 өрт кырсыгы катталды,kyrsyk
Ысык-Көл облусунун аймагында жер титирөө катталды,kyrsyk
Кыргызстанда сутка ичинде 17 өрт кырсыгы катталды,kyrsyk
"Жалал-Абадда күчү 4,5 баллга жеткен жер титирөө катталды",kyrsyk
Өлкө аймагында бир суткада 12 өрт кырсыгы катталды,kyrsyk
Чоң-Алай районунун сел каптаган аймагына ыкчам топ тартылды,kyrsyk
Бишкекте сарайдан чыккан өрт толук өчүрүлдү,kyrsyk
Бишкекте ири өрттөн улам 30 адам эвакуацияланды,kyrsyk
Кыргызстанда сутка ичинде  15 өрт кырсыгы катталды,kyrsyk
Түндө Кыргызстандын түштүк аймагында жер титиреди,kyrsyk
Ноокен районунда селден өспүрүм каза болду,kyrsyk
Нөшөрлөгөн жаандан улам Ноокен районунун аймагында сел жүрдү,kyrsyk
Кыргызстандын тоо этектериндеги райондорунда сел жүрүшү күтүлөт,kyrsyk
Кыргызстанда сутка ичинде 15 өрт кырсыгы катталды,kyrsyk
Кыргыз-казак чек арасында жер титирөө катталды,kyrsyk
"Бишкектеги Ак-Кула ат майданына чагылган түшүп, бир адам каза болду",kyrsyk
Баткенде өгөй атасы тарабынан сабалган кыз комада – Саламаттык сактоо министрлиги,kyrsyk
Кыргызстанда сутка ичинде 17 өрт кырсыгы катталды,kyrsyk
Кыргызстандын түштүк аймагында жер титиреди,kyrsyk
Ош шаарында каналга түшүп кеткен жаран изделүүдө,kyrsyk
Кыргызстанда сутка ичинде 17 өрт кырсыгы катталды,kyrsyk
Бишкекте жаңы автобустун айдоочусу электр мамысын сүзүп алды — видео,kyrsyk
"Бишкекте айдоочу ""Тазалыктын"" жумушчусун сүзүп, окуя болгон жерден качып кеткен",kyrsyk
