Title,topic
"Бишкекте көмүр сатуучу жайларга рейд жүрүп, дээрлик 40 миң сом айып салынды",ukuktartibi
Добуш сатып алууга шектелип “Социал-Демократ” партиясынын мүчөлөрү кармалды,ukuktartibi
Социал-демократтар партиясы добуш сатып алууга шектелүүдө,ukuktartibi
"Ала-Бука районунда 1,2 гектар жер тилкеси мыйзамсыз менчиктештирилген",ukuktartibi
Райым Матраимов сыртка чыкпоо тил каты менен бошотулду,ukuktartibi
"Массалык башаламандык уюштуруп, бийликти күч менен басып алууга аракет кылгандар кармалды",ukuktartibi
"Бишкекте көрктөндүрүү эрежелерин бузгандарга 95,5 млн сомго протокол түзүлдү",ukuktartibi
Кызыл-Кыяда жасалма акчага соода кылган жаран кармалды,ukuktartibi
ИИМ: Түрмөдө опузалап акча талап кылган соттолуучулар аныкталды,ukuktartibi
Бишкекте таштанды контейнерлеринин жанына унаасын токтоткон айдоочуга айып салынды,ukuktartibi
"Кыргызстанда бир жумада 14,4 миң жол эрежесин бузуу фактысы катталды",ukuktartibi
"Жалал-Абадда жайыт жерди менчиктештирген ""Кадастрдын"" кызматкерине кылмыш иши козголду",ukuktartibi
УКМК: Өзгөчө ири өлчөмдө баңгизат ташыган эл аралык баңги тобунун ишине бөгөт коюлду,ukuktartibi
Бишкекте Нурлан Мотуев кармалды,ukuktartibi
Имамидин Ташов ден соолугуна атайылап залал келтирген – УКМК,ukuktartibi
Ош базарында мыйзамсыз алкоголдук ичимдиктер сакталган кампа аныкталды,ukuktartibi
Ош шаарында пара талап кылган сот аткаруучу кармалды,ukuktartibi
Жалал-Абадда жөө адамды өлтүрө сүзүп кеткен айдоочу кармалды,ukuktartibi
"Ветеринардык кызмат объекттерди текшерүүдө 1,3 млн сом айып салды",ukuktartibi
"Бишкекте ""Оберон"" базарлары жер тилкеси менен мамлекетке кайтарылды",ukuktartibi
Жыл башынан бери чет өлкөлөрдөн 69 кыргызстандык экстрадицияланды,ukuktartibi
Кыргызстанда бир суткада 73 мас айдоочу кармалды,ukuktartibi
Бишкекте жайыт жери мыйзамсыз пайдаланып келгендиги аныкталды,ukuktartibi
"Баткенде мыйзам бузган айдоочуларга 1,2 млн сомдон ашык айып салынды",ukuktartibi
Жалал-Абадда баңги лабораториясынын ишине бөгөт коюлду,ukuktartibi
Ошто ири көлөмдөгү уулуу затты сатууга аракет кылгандар кармалды,ukuktartibi
Өлкөдө башаламан соода-сатык жүргүзгөндөргө 600 миң сомдон ашык айып салынды,ukuktartibi
Бишкекте АКШдан почта аркылуу келген ири өлчөмдөгү баңгизат алынды,ukuktartibi
Аламүдүн районунда адам өлтүрүүгө шектүү жаран кармалды – милиция,ukuktartibi
Кочкордо санэпидкөзөмөл борборунун бөлүм башчысы ишкерлерден пара алууга шектелүүдө,ukuktartibi
Манас районунда автобекетке караштуу жер мамлекетке кайтарылды,ukuktartibi
Бишкекте коомдук тартипти одоно бузган адамдардын тобу кармалды,ukuktartibi
Ири алдамчылыкка шектелип Аскердик прокуратурасынын жалган кызматкери кармалды,ukuktartibi
Кыргызстанга дары-дармекти мыйзамсыз ташып кирүү аракетине бөгөт коюлду,ukuktartibi
Балыкчыда жөө  жүргүнчүнү сүзүп кеткен айдоочу кармалды,ukuktartibi
"Бишкекте мектеп окуучулары мушташып, алтоо милицияга жеткирилди",ukuktartibi
Бишкекте айдоочу унаасы менен “Ынтымак Ордонун” дарбазасын сүздү,ukuktartibi
УКМК: Мобилдик телефондорду мыйзамсыз каттагандар кармалды,ukuktartibi
Ат-Башы районунун жашоочусунан 8 кг ашык баңгизат алынды,ukuktartibi
Жалал-Абадда жайыт жерин туура эмес колдонгон жаранга айып салынды,ukuktartibi
Кыргызстанда унаа тетиги катары ташылып келген унаалар аныкталды,ukuktartibi
Кыргызстандын чек арасынан мыйзамсыз өткөн коңшу өлкөнүн жарандары кармалды,ukuktartibi
Ноокенде өспүрүм кызга сексуалдык мүнөздөгү аракеттерди жасап жүргөн жаран кармалды,ukuktartibi
"Бишкекте ишкерди уурдап, унаа жана 25 миң доллар талап кылгандар кармалды",ukuktartibi
Кара-Сууда тергөөчүгө $10 миң пара берип жаткан жеринен айыл башчы кармалды,ukuktartibi
Бишкекте трансулуттук кылмыштуу баңги тобу жок кылынды,ukuktartibi
Дарыгер Бишкектеги балдар клиникасынан дары каражаттарын уурдагандыгы аныкталды,ukuktartibi
Жалал-Абадда автоээнбаштык кылган айдоочуга 35 миң сом айып салынды,ukuktartibi
Бишкекте 7 жашар кызды унаа сүзүп кеткен – видео,ukuktartibi
"Араванда 11,43 га жер тилкеси мамлекетке кайтарылды",ukuktartibi
Бишкек шаарынын тургунун дээрлик 30 миң долларга алдап кеткен шектүү кармалды,ukuktartibi
"Кызыл-Кыяда адам уурдап, опузалап акча талап кылган жаран кармалды",ukuktartibi
"""Кыргызстан улуттук электр тармактар"" ААКтын башкы директорунун орун басары кармалды",ukuktartibi
"""Тазалык"" ишканасынын кызматкерлери мамлекетке 7 млн сомдук зыян келтирген",ukuktartibi
Бишкекте коомдук фонддун өкүлү баңгизат тараткандыгы үчүн кармалды,ukuktartibi
Ала-Бука районунун билим берүү бөлүмүндө коррупциялык схема аныкталды,ukuktartibi
Бишкекте УКТнын активдүү мүчөсү тапанча жана баңгизат менен кармалды,ukuktartibi
УКМК: Камчы Көлбаевдин уюшкан кылмыштуу тобунун мүчөсү топтон баш тартты,ukuktartibi
"Нарындагы ""Ала-Тоо"" мейманканасынын жер тилкеси мамлекетке кайтарылды",ukuktartibi
Баткендеги алтын кени мамлекеттин балансына кайтарылды,ukuktartibi
Ысык-Көлдө баңгизат сатууга шектелип жергиликтүү тургун кармалды,ukuktartibi
Улуттук госпиталдын бет-жаак хирургиясы бөлүмүнүн башчысы жана дарыгери кармалды,ukuktartibi
Токтогулда баңгизат жасоо менен алектенген адамдардын тобу кармалды,ukuktartibi
УКМК ири көлөмдөгү макротомиянын тамырын мыйзамсыз чогултуу жана сатуу аракетине бөгөт койду,ukuktartibi
Бишкекте милиция кызматкерлери пара алуу фактысы боюнча кармалды,ukuktartibi
Бишкекте 7 жаран диний-экстремисттик уюмга мүчө болуудан баш тартты,ukuktartibi
"Ысык-Көлдөгү ""Лагуна Сити"" эс алуу борбору мамлекетке кайтарылды",ukuktartibi
Кара-Сууда Савай айыл аймагынын башчысы УКМК кызматкерине пара берүүгө аракет кылган,ukuktartibi
"""Кайыңды нан кабыл алуу пункту"" мамлекетке кайтарылды",ukuktartibi
Бишкекте үч кабаттуу имарат мамлекетке кайтарылды – УКМК,ukuktartibi
Айдоочулук күбөлүк алууга көмөктөшкөн УКМКнын 7 кызматкери тартиптик жазага тартылды,ukuktartibi
Кара-Сууда жерге байланыштуу документ алууда пара талап кылган кызматкер кармалды,ukuktartibi
УКМК Мамлекеттик салык кызматынын улук инспекторун кармады,ukuktartibi
Тоң райондук сотунун төрагасы пара менен кармалды,ukuktartibi
Токтогулда диний-экстремисттик агымдын активдүү мүчөлөрүнүн ишмердүүлүгүнө бөгөт коюлду,ukuktartibi
Ысык-Көлдө уурулук менен алектенген трансулуттук кылмыштуу топтун аракетине бөгөт коюлду,ukuktartibi
УКМК жарандарга айдоочулук күбөлүк берүүдөгү коррупциялык схеманы аныктады,ukuktartibi
Бишкекте издөөдө жүргөн уюшкан кылмыштуу топтун активдүү мүчөсү кармалды,ukuktartibi
Ошто дарыгердин көрсөтмөсү жок күчтүү дарыларды сатууну көздөгөн жаран кармалды,ukuktartibi
"""Сосновка"" постунда гашиш баңгизатын алып келе жаткандар кармалды – видео",ukuktartibi
Ноокат РЭТинин кызматкери пара алып жаткан жеринен кармалды,ukuktartibi
Жалал-Абадда оорукананын бөлүм башчысы системалуу түрдө акча талап кылгандыгы үчүн кармалды,ukuktartibi
Жалал-Абад облусунда УКМКнын жалган кызматкери кармалды,ukuktartibi
Май куючу жайда ээнбаштык кылган айдоочуга айып салынды,ukuktartibi
Сокулуктагы 80 гектар жер тилкеси мамлекетке кайтарылды,ukuktartibi
Нарында кызмат абалынан кыянаттык менен пайдаланган салыкчылар кармалды,ukuktartibi
УКМК: Бишкекте 317 млн сомдук имарат мамлекетке кайтарылды,ukuktartibi
Кыргызстанга коңшу өлкөдөн 2 тоннадан ашык этти мыйзамсыз алып кирүүгө аракет кылышкан,ukuktartibi
Трансулуттук кылмыштуу уюмдун ишмердүүлүгүнө бөгөт коюлду – УКМК,ukuktartibi
Бишкекте өзгөчө оор кылмыштары үчүн издөөдө жүргөн чет өлкөлүк жарандар кармалды,ukuktartibi
УКМК: Ошто ишкерлердин акчасын алдоо жолу менен ээлеп алгандар кармалды,ukuktartibi
Бишкекте мыйзамсыз кармоо жана кыйноо фактысы боюнча милиционерлер кармалды,ukuktartibi
УКМК: Ысык-Атада мурдагы кызмат адамдары кармалды,ukuktartibi
Жалал-Абадда жарандардан системалуу түрдө акча алып жүргөн соцкызматкер кармалды,ukuktartibi
УКМК: Казакстандын желегин ыргытып жиберген жаранга түшүндүрүү иштери жүргүзүлдү,ukuktartibi
ЖКнын экс-спикеринин Сокулуктагы мектеп имаратын мыйзамсыз менчиктештирүүгө байланышы бар - УКМК,ukuktartibi
Кыргызстанда үч күндө туура эмес жерден өткөн 261 жөө адамга айып салынды,ukuktartibi
УКМК: Жалал-Абадда акча каражаттарын өзүнө ыйгарып алган “Кыргызпочтасынын” кызматкери кармалды,ukuktartibi
УКМК: Өлкөдөн алтын куймаларын мыйзамсыз ташып чыгуу аракетине бөгөт коюлду,ukuktartibi
Таласта опузалап пара талап кылуу фактысы боюнча тергөөчү кармалды,ukuktartibi
"""Учкун"" ААКтын жана кайгуул кызматкерлеринин коррупциялык схемасы аныкталды",ukuktartibi
"Кара-Сууда ""Кадастр"" мекемесинин мурдагы башчысы УКМК кызматкерине пара берүүгө аракет кылган",ukuktartibi
Бишкекте алкоголдук продукцияларды өндүргөн мыйзамсыз цех аныкталды,ukuktartibi
Сокулуктун Жыламыш айылындагы  мектептин имараты мамлекетке кайтарылды,ukuktartibi
"""Аю Холдингдин"" мурдагы президенти УКТны каржылаганы үчүн кармалды",ukuktartibi
Унаадан тартып мөмө-жемишке чейин бар. УКМК эки жумада Баткенде мыйзамсыз эмнелер кармалганын тизмектеди,ukuktartibi
УКМК: Кара-Көл шаарынын мурдагы мэри кармалды,ukuktartibi
Кыргызстанга 300дөн ашуун баш ири мүйүздүү малды мыйзамсыз ташып кирүү бөгөттөлдү,ukuktartibi
"Жумгалда маданият кызматкерлери 1,5 млн сомду кымырып алганы аныкталды",ukuktartibi
"Антисанитардык абал, таштанды таштоо. Фрунзе заводунда эреже бузуулар аныкталды",ukuktartibi
УКМК Милициянын кайгуул кызматынын инспекторлорун кармады,ukuktartibi
Ат-Башыда маданият тармагына бөлүнгөн каражат кымырылгандыгы аныкталды,ukuktartibi
"Транспорт министрлиги айдоочуларга бир жумада 1,5 млн сомдон ашык айып салды",ukuktartibi
Жети-Өгүздө 9 жаштагы кызды зордуктоого шектелгендер кармалды,ukuktartibi
УКМК диний-экстремисттик уюмдун мүчөлөрү жашаган жерлерге тинтүү жүргүздү,ukuktartibi
Кыргызстанда бир аптада 20 миңден ашуун  жол эрежесин бузуу фактысы катталды,ukuktartibi
Кеминде баасы 120 млн сомду түзгөн мыйзамсыз менчиктештирилген объект мамлекетке кайтарылды,ukuktartibi
Кыргызстандан Өзбекстанга 34 баш жылкыны мыйзамсыз айдап бараткандар кармалды,ukuktartibi
Кыргызстанга мыйзамсыз кирген Өзбекстандын жараны кармалды – УКМК,ukuktartibi
УКМК кримтөбөл Досоновго байланышы бар жаранды кармады,ukuktartibi
Ысык-Көлдүн жээгинде ээнбаштык кылган Tesla  унаасынын айдоочусуна 15 миң сом айып салынды,ukuktartibi
Бишкекте диний-экстремисттик уюмдун мүчөлөрүнө түшүндүрүү иштери жүргүзүлдү,ukuktartibi
Ошто милиция кызматкерин сабаганга шектүү 4 жаран кармалды,ukuktartibi
Жалал-Абадда тоо-кен ишканасынан $200 миң талап кылган кылмыштуу топ кармалды,ukuktartibi
УКМК: Убактылуу өкмөттүн мурдагы мүчөсү Азимбек Бекназаров кармалды,ukuktartibi
УКМК: Жогорку Кеңештин депутатынын кеңешчиси кармалды,ukuktartibi
Жумгал районунда бир катар мамлекеттик кызматкерлер кармалды – УКМК,ukuktartibi
"УКМК ""Бажы инфраструктурасы"" ишканасынын кызматкерлерин сабаган 25 жаранды кармады",ukuktartibi
Ошто ЖОЖдордун биринин деканы жана анын орун басары кармалды,ukuktartibi
Сузакта Атабеков айыл өкмөтүнүн мурдагы жана азыркы кызмат адамдары кармалды,ukuktartibi
Жайыл районунун прокурорунун жардамчысы жана  жактоочу пара менен кармалды,ukuktartibi
КР жарандарынын жеке маалыматтарын жасалмалоого шектүүлөр кармалды – УКМК,ukuktartibi
Ат-Башыда 161 гектарга жакын жер мамлекетке кайтарылды,ukuktartibi
Ак-Суу районунун эки тургуну диний-экстремисттик идеологиядан баш тартты,ukuktartibi
"Ошто адам өлтүрүүгө шектелип, издөөдө жүргөн жаран Бишкектен кармалды",ukuktartibi
УКТнын активдүү мүчөсү Кыргызстандан чыгып бараткан жеринен кармалды,ukuktartibi
Кара-Балта шаарына жакын жерден курал-жарак жана ок-дарылар сакталган жай табылды,ukuktartibi
Уюшкан кылмыштуу топтун мүчөсү Киборг каймана аттуу жаран кармалды – УКМК,ukuktartibi
Бишкекте мас айдоочу менен жүргүнчү кайгуул кызматкерлери менен мушташа кетти – видео,ukuktartibi
"Бишкекте скутердин айдоочусу эки адамды сүзүп, алардын бири каза болду – видео",ukuktartibi
Токмокто мыйзамсыз менчиктештирилген бала бакча мамлекеттин балансына кайтарылды,ukuktartibi
УКМК боксчу Орзубек Назаровду суракка чакырды,ukuktartibi
УКМК Кара-Суу районунун акиминин биринчи орун басарын кармады,ukuktartibi
Сузак айылдык кеңешинин мурдагы депутаты уюшкан кылмыштуу топтон баш тартты – УКМК,ukuktartibi
Баткенде милиция кызматкерине кол салган жаран кармалды,ukuktartibi
УКМК Ош шаарында лицейдин директорун пара менен кармады,ukuktartibi
Бишкектин аймагында мыйзамсыз жүргөн 40тан ашуун адам аныкталды,ukuktartibi
Аламүдүн райондук милициясынын кызматкери пара алууга шектелип кармалды,ukuktartibi
Ошто зомбулукка кабылган 15 жаштагы кыздын окуясы. Милиция 4 шектүүнү кармады,ukuktartibi
УКМК: Издөөдөгү УКТ лидери Салимбай Абдувалиевдин тарапташы кармалды,ukuktartibi
Балыкчыда жергиликтүү тургундар диний-экстремисттик идеологиядан баш тартты,ukuktartibi
Ошто 15 жаштагы кызга зордук-зомбулук көрсөткөндөргө чара көрүлөт – ИИМ,ukuktartibi
Кыргызстанда эл аралык издөөдө жүргөн өзбек жараны кармалды,ukuktartibi
УКМК: Таласта 50 миң доллар пара берип жаткан жеринен эки ишкер кармалды,ukuktartibi
УКМК: Ноокат районунун прокурорунун орун басары кармалды,ukuktartibi
Бишкекте 37 жаштагы жарандын өлүмү боюнча милиционерлерге кылмыш иши козголду,ukuktartibi
УКМК Жогорку Кеңештин экс-депутаты Нургазы Айдаровго издөө жарыялады,ukuktartibi
Ош аэропортунан 100 миң швейцариялык франкты чыгарып бараткан жаран кармалды,ukuktartibi
Жаратылыш министрлигинде коррупциялык схема аныкталды – УКМК,ukuktartibi
УКМК уулуу заттарды сатууга аракет кылган жаранды кармады,ukuktartibi
Бишкекте 8 миң доллар пара талап кылган тергөөчү кармалды – видео,ukuktartibi
Кыргызстанга Казакстандан мыйзамсыз мал алып келүүгө бөгөт коюлду,ukuktartibi
Аксыда муниципалдык менчикти жеке баюу максатында пайдаланган жетекчи кармалды,ukuktartibi
УКМК ок атуучу куралды мыйзамсыз сактап жүргөн жаранды кармады,ukuktartibi
Ошто ири өлчөмдө апийим саткан жаран кармалды,ukuktartibi
Таш-Көмүр шаардык кеңешинин вице-спикери экинчи жолу пара менен кармалды – УКМК,ukuktartibi
Бишкекте милиция кызматкери камактагы автоунааны мыйзамсыз чыгарган,ukuktartibi
Ошко Стамбулдан аткезчилик жүк ташып келүү аракети көрүлгөн,ukuktartibi
Баткенде 2 килограммга жакын баңгизат менен кылмыштуу топ кармалды,ukuktartibi
Нарында айыл өкмөткө оор техника сатып алууда мамлекетке ири өлчөмдө зыян келтирилген,ukuktartibi
Казакстанда кармалган жарандар Кыргызстанга алынып келди,ukuktartibi
Өзгөндө ден соолукка оор залал келтирүүгө шектелген жаран кармалды,ukuktartibi
Ошто унаа мектебинин мугалими 40 миң сом пара алып жаткан жеринен кармалды,ukuktartibi
Токмоктогу психоневрологиялык мекеменин жетекчилигине кылмыш иши козголду,ukuktartibi
УКМК: Береке базарын рейдерлик жол менен тартып алгандар кармалды,ukuktartibi
УКТны каржылоо иши боюнча ишкер Жалил Атамбаев менен мурдагы депутат кармалды,ukuktartibi
"Ошто баласын алдына алып, унаа айдаган аялга 19 миң сом айып салынды",ukuktartibi
Кыргызстанда бир аптада дээрлик 20 миң жол эрежесин бузуу фактысы катталды,ukuktartibi
Өзгөчө оор кылмыш иштерине айыпталган жарандар Кыргызстанга экстрадицияланды,ukuktartibi
Бишкек – Чалдыбар жолунда автоээнбаштык жасаган айдоочуларга айып салынды,ukuktartibi
УКМК Көлбаевдин иши боюнча казакстандык дагы бир ишкерге издөө жарыялады,ukuktartibi
УКМК кримтөбөл Эркин Мамбеталиевди кармады,ukuktartibi
УКМК: Кылмыш чөйрөсүндө “Тапанча” каймана аты менен белгилүү болгон ишкер кармалды,ukuktartibi
Бишкекте 90 миң куту контрафакттык сагыз аныкталды,ukuktartibi
